# Data1 Data2 Data3 Data4
68.651978 20.068853 5.000000 8.517318
129.083693 20.346010 7.000000 3.069959
91.604155 22.869452 3.000000 3.880083
87.173822 20.420773 3.000000 6.655688
105.982833 20.518296 4.000000 3.183958
108.855932 21.304837 5.000000 4.052693
99.908780 21.217828 5.000000 3.314178
87.356071 20.887586 6.000000 2.560462
103.282603 18.994539 3.000000 8.158673
107.543230 22.462024 1.000000 4.942766
108.712028 18.952478 5.000000 5.279169
105.049021 20.021856 7.000000 1.877635
61.199080 21.700579 3.000000 3.320297
64.713620 21.720901 7.000000 4.902951
75.009115 23.132953 4.000000 4.220353
107.103508 20.291837 4.000000 6.549403
66.944932 17.939114 8.000000 1.293702
89.994656 19.462286 3.000000 6.615507
106.642886 23.565003 3.000000 4.933262
81.988570 21.705150 5.000000 6.563633
99.034690 22.422237 4.000000 8.734609
35.369060 20.460904 3.000000 1.358996
100.795296 21.420679 2.000000 3.960852
69.957360 19.624410 4.000000 5.302367
67.152783 20.603880 2.000000 2.893934
71.605118 22.130528 4.000000 1.821921
89.258952 19.304326 3.000000 4.732903
118.782588 17.261457 1.000000 2.446325
41.482704 19.788205 3.000000 4.469704
77.125644 22.531767 4.000000 3.309844
114.202843 21.312894 4.000000 8.364424
92.394519 21.575710 4.000000 2.723378
76.501761 21.732425 3.000000 9.547388
112.301332 24.806903 4.000000 5.109892
96.283312 20.082824 3.000000 7.104013
85.159383 21.403461 6.000000 3.569453
109.198013 18.954253 2.000000 5.651186
115.090427 22.771961 2.000000 2.224155
105.135914 20.200197 8.000000 5.144756
75.166318 22.252632 0.000000 7.681627
72.367717 22.624809 3.000000 2.566617
82.598708 18.787547 7.000000 2.107805
102.488674 17.815849 4.000000 5.542743
111.553662 20.195854 3.000000 2.247623
92.131403 21.037864 4.000000 3.918927
91.161109 19.561032 6.000000 6.315709
99.022888 22.092842 1.000000 5.810009
133.695488 21.984945 4.000000 2.539813
116.710392 20.596232 3.000000 3.051713
107.330966 19.874225 0.000000 8.149508
79.776407 22.146152 6.000000 3.398698
107.152787 20.004380 1.000000 3.381948
96.971616 23.398753 3.000000 2.523386
90.563584 22.420119 4.000000 0.618998
94.794271 23.917808 4.000000 4.149602
102.784510 20.273037 8.000000 4.279121
80.977073 19.610014 2.000000 4.906429
68.106391 19.440871 5.000000 3.803271
72.641570 18.333456 5.000000 4.529943
86.527281 20.484072 4.000000 6.475861
83.251785 22.424685 5.000000 3.682078
64.450284 19.576682 5.000000 3.564502
134.839436 18.403391 3.000000 3.384658
79.141648 18.601001 2.000000 2.510961
88.187516 20.466757 6.000000 3.398912
89.120776 20.133587 3.000000 4.684514
98.856631 18.387304 5.000000 2.381017
90.712927 21.273500 1.000000 1.297825
87.394487 23.114374 5.000000 3.345404
83.447927 20.748121 5.000000 3.937039
60.314494 22.251525 5.000000 9.486794
91.846166 22.187952 4.000000 1.628660
47.274911 23.299688 4.000000 7.456035
73.762135 18.733796 2.000000 3.256413
118.484229 22.401222 4.000000 2.384836
58.822891 21.105421 4.000000 2.682712
102.812920 21.744348 2.000000 2.285916
117.201366 23.585129 4.000000 3.412280
91.677867 23.214830 0.000000 3.905479
94.746185 21.727410 5.000000 1.393134
72.151736 19.633335 5.000000 5.400681
77.324433 22.450619 5.000000 4.469236
92.930201 21.949073 6.000000 5.184815
87.010334 20.150947 3.000000 8.081370
85.644610 17.729530 2.000000 6.126473
135.076132 20.582159 5.000000 3.647260
114.524903 24.495351 1.000000 3.841376
73.664651 22.077609 6.000000 5.022001
74.750578 21.542106 3.000000 4.345934
67.560847 18.862443 2.000000 1.159845
96.650535 18.591473 5.000000 3.680793
96.005679 23.123000 6.000000 4.026105
83.206292 18.804367 1.000000 9.167373
103.423434 21.286617 3.000000 1.161021
73.324848 20.373214 9.000000 0.801989
89.712385 23.920190 4.000000 2.190179
91.587516 21.803741 4.000000 1.175273
95.847900 23.799379 7.000000 7.026580
116.743733 23.888296 2.000000 2.427564
121.457675 22.533159 5.000000 1.472554
90.565637 24.267427 3.000000 4.594670
124.894706 21.916410 5.000000 7.227223
94.174674 17.658078 3.000000 1.999338
130.956992 25.393537 7.000000 4.903378
130.733668 21.392113 5.000000 8.364966
75.764860 17.979646 4.000000 4.134749
70.983169 19.899608 4.000000 5.820348
85.674097 18.650988 3.000000 4.372348
85.945303 20.822600 3.000000 5.726736
59.116434 20.228347 4.000000 1.274477
86.674240 20.971138 4.000000 4.153095
82.416735 21.262766 3.000000 7.024857
87.422113 24.919073 2.000000 4.418212
85.783335 22.636397 1.000000 4.222948
92.144353 25.195100 5.000000 2.781062
101.225647 20.790139 2.000000 7.540540
97.423069 21.163897 4.000000 4.683609
113.399103 23.442921 6.000000 5.567494
72.424685 20.235472 3.000000 8.262816
52.756468 19.220676 2.000000 2.071221
78.875314 19.495485 6.000000 2.279675
64.235352 19.874753 4.000000 5.016768
77.176405 22.804136 4.000000 0.833397
122.283381 21.504586 4.000000 4.145228
70.083751 19.688209 5.000000 0.653092
116.659080 20.531424 5.000000 4.257270
95.776808 23.470811 3.000000 2.334067
114.241913 22.390096 4.000000 4.971345
69.161321 20.442919 4.000000 6.162695
106.374404 24.576928 3.000000 2.024508
92.599386 22.277027 5.000000 3.314265
101.108944 20.982747 2.000000 4.689527
85.325969 22.275653 7.000000 4.449443
95.829785 23.498729 6.000000 1.664397
105.475856 22.045062 2.000000 6.159706
109.727017 26.886120 6.000000 4.535159
79.275832 17.565887 3.000000 0.781246
54.954426 21.073117 5.000000 7.939772
117.433991 15.990966 7.000000 3.096933
78.801068 17.570750 4.000000 4.998940
99.335275 18.403160 2.000000 4.155289
115.373743 21.737871 5.000000 4.852079
122.653860 19.197282 4.000000 3.561844
119.220981 18.904748 5.000000 5.546601
86.339754 20.989301 5.000000 1.973244
96.177850 24.976057 4.000000 4.530278
86.423402 17.213287 4.000000 3.760007
89.962246 23.480378 5.000000 3.216647
81.538025 21.583934 1.000000 7.240143
141.950112 22.457587 2.000000 7.245076
13.243300 19.922097 3.000000 1.308102
94.968620 17.958081 6.000000 1.822022
145.292838 21.071480 5.000000 7.351163
96.544662 25.397459 2.000000 4.342081
109.217232 21.301775 4.000000 5.754941
107.901000 19.795310 4.000000 5.366638
41.639991 19.646382 5.000000 7.879535
92.405567 19.256776 5.000000 3.926485
80.768294 20.579399 4.000000 8.604942
138.909603 18.531116 6.000000 3.939646
121.095004 18.683490 3.000000 3.387715
80.652061 18.154796 4.000000 4.539467
76.344815 18.879233 8.000000 0.931554
76.722629 17.785003 1.000000 5.242812
103.261086 20.267813 2.000000 2.845325
108.395303 21.099172 7.000000 4.755256
72.230352 19.705531 3.000000 6.793835
82.235475 20.884731 4.000000 2.061697
58.897397 21.037050 3.000000 5.464194
87.284112 21.159564 3.000000 4.525254
107.110707 21.730204 6.000000 8.943406
79.361095 26.033815 4.000000 4.362791
77.635530 23.209491 4.000000 6.041139
74.875459 19.674433 4.000000 1.127111
68.401561 23.750914 5.000000 7.760623
115.200806 24.480106 2.000000 2.590700
78.898844 17.911207 3.000000 6.268046
74.490472 17.329057 2.000000 7.980102
99.296675 23.483148 5.000000 0.656629
59.184851 19.687603 7.000000 7.194114
115.977375 20.131877 7.000000 5.383441
70.480805 24.135877 6.000000 3.243777
87.655728 21.458205 2.000000 1.829425
100.592616 26.593278 5.000000 6.498203
106.785560 22.925397 4.000000 6.644593
64.037406 23.198029 4.000000 5.245573
120.539294 22.908981 5.000000 8.517335
88.313616 22.565228 4.000000 5.115889
126.026883 17.562042 7.000000 1.057468
97.895616 19.672952 5.000000 5.585902
120.039312 22.941551 2.000000 2.832901
88.453393 18.361740 5.000000 3.524388
88.114225 18.557432 3.000000 2.893128
98.579186 22.721856 5.000000 2.134989
102.081966 22.021300 6.000000 3.069188
85.676603 21.873504 4.000000 4.683820
68.442321 18.991679 1.000000 2.257810
108.050577 20.223272 2.000000 4.018934
114.676710 20.416390 2.000000 5.427409
100.582942 20.711217 2.000000 4.358214
111.213978 18.233451 4.000000 1.115165
91.718416 24.010473 3.000000 2.769540
83.680762 24.845365 6.000000 3.918117
67.015251 20.495529 3.000000 4.712250
85.236455 21.820446 2.000000 4.885012
67.383350 19.569061 7.000000 5.334232
69.927400 19.151975 3.000000 4.105819
88.522355 19.758039 4.000000 4.101072
89.129078 19.569647 5.000000 3.036482
76.709186 18.640327 4.000000 6.129143
131.043899 20.041155 2.000000 1.486121
64.598585 19.418438 1.000000 1.928249
110.930864 19.132282 6.000000 2.391206
86.359572 25.830776 3.000000 3.614531
126.388537 19.689208 5.000000 5.769797
91.458131 20.025451 7.000000 0.887002
108.817521 21.510578 1.000000 5.342278
99.688646 22.417972 3.000000 6.400606
96.288761 17.996138 3.000000 3.893285
93.147441 22.652577 2.000000 6.533335
40.948593 23.400019 5.000000 2.918741
80.171879 19.736660 4.000000 6.860857
101.729174 15.948070 4.000000 3.547308
114.590736 20.341125 8.000000 5.718470
94.839271 23.104402 6.000000 3.395006
64.193561 23.004862 5.000000 6.287986
117.436526 21.342150 3.000000 3.180903
113.683453 19.202267 3.000000 5.334337
71.274894 23.361352 2.000000 2.865997
95.272187 19.704334 7.000000 6.710627
109.845453 22.860069 3.000000 6.317412
80.746404 20.402959 5.000000 5.810993
49.269356 20.027495 0.000000 7.355610
72.358156 22.503163 1.000000 5.047640
85.721683 20.017187 2.000000 2.983675
78.527693 18.084393 2.000000 4.301054
106.571010 23.392257 2.000000 2.626374
105.797665 25.372505 5.000000 6.070008
43.907367 18.038163 7.000000 9.237381
68.328324 26.743858 5.000000 8.335467
61.271211 20.910943 3.000000 6.136848
83.617704 20.788671 5.000000 4.245954
102.252785 22.061988 3.000000 1.715463
84.447786 21.254414 3.000000 7.437848
97.409306 24.258166 3.000000 2.988257
43.402275 23.458804 7.000000 4.304480
82.388540 18.944627 3.000000 0.797787
61.917414 19.122997 6.000000 2.760400
100.855438 18.604660 4.000000 3.262924
51.219155 18.110185 4.000000 5.298370
41.498950 17.176114 1.000000 2.589006
139.264152 20.828509 3.000000 2.272302
131.783260 21.397351 6.000000 5.725355
98.466407 22.049132 8.000000 5.211621
93.936706 23.585665 2.000000 2.855032
86.238833 20.954929 6.000000 5.449456
78.448043 19.723654 4.000000 1.001340
130.358291 25.120048 4.000000 4.733758
86.775792 20.954216 1.000000 3.708442
104.336912 20.986932 3.000000 6.029415
111.805774 21.748372 6.000000 1.957967
106.768700 21.770466 4.000000 4.305338
116.470490 20.819041 2.000000 3.090016
81.502791 21.038225 3.000000 6.259572
73.906013 19.468869 6.000000 3.398906
89.210574 19.764775 6.000000 4.173323
108.365053 20.790169 6.000000 4.306054
66.524720 23.468339 2.000000 3.490710
70.906892 18.074320 9.000000 7.379553
83.542021 19.706984 5.000000 3.158311
82.636574 22.405547 4.000000 7.564858
73.015923 22.781395 2.000000 1.454111
107.470689 22.428354 4.000000 4.894666
121.157977 19.646667 1.000000 1.953927
111.715300 20.122375 4.000000 2.713727
71.090138 21.403161 5.000000 2.638899
82.389103 20.224581 3.000000 1.722830
83.192557 21.537642 4.000000 2.249740
77.742230 25.795300 3.000000 0.798673
50.986334 23.579574 9.000000 4.408087
40.779894 22.865541 4.000000 4.640607
80.315685 20.669798 4.000000 1.582764
82.440123 21.592950 0.000000 2.840514
90.306763 20.730197 5.000000 6.404071
74.006846 19.913226 4.000000 2.550471
94.396229 24.129937 3.000000 5.755406
105.495104 19.000920 5.000000 8.377581
90.487469 19.346606 3.000000 3.769848
53.792936 24.228202 3.000000 3.768637
98.486462 22.190404 4.000000 7.519524
100.679457 19.062860 3.000000 1.179051
92.297875 21.314224 4.000000 4.346600
78.966882 23.384374 1.000000 7.921720
63.042227 19.125168 2.000000 6.814435
94.223524 25.007955 4.000000 3.487218
84.070870 21.073447 3.000000 4.835652
87.694849 22.375900 3.000000 6.012968
103.350409 17.090148 6.000000 4.967176
109.625340 23.157523 2.000000 3.119861
83.076825 25.137848 5.000000 3.348604
113.165722 21.618226 3.000000 4.055599
101.123520 18.328776 3.000000 7.922543
93.350260 22.809148 4.000000 1.853821
108.929915 24.781485 0.000000 1.780180
90.704477 22.303843 7.000000 4.656446
140.860113 19.534530 3.000000 7.880661
100.334574 19.241553 8.000000 5.190575
55.455178 16.247992 2.000000 5.622573
99.062381 22.349751 5.000000 6.731132
88.118802 19.403836 1.000000 3.613886
108.236628 21.794799 2.000000 2.397045
73.744510 21.046339 8.000000 4.086091
119.188226 21.979170 7.000000 9.434435
44.675925 20.595462 5.000000 0.123559
66.808675 18.269004 3.000000 9.735974
99.931524 22.301937 5.000000 2.987232
87.426935 19.173323 5.000000 3.781669
88.161718 20.222953 6.000000 4.116772
104.568932 22.975794 2.000000 4.564076
75.235614 21.125152 1.000000 4.453555
98.866182 20.987832 3.000000 0.192895
99.770864 22.632973 6.000000 3.366155
107.674111 22.017775 4.000000 4.763123
102.025911 25.033247 2.000000 2.746377
108.019667 20.550261 6.000000 5.324823
108.271196 23.642717 2.000000 3.862870
104.077581 21.048828 2.000000 6.489141
109.150595 21.207897 1.000000 3.498440
69.388353 21.630946 3.000000 1.090707
95.838081 23.583479 2.000000 5.338757
66.443143 20.987728 5.000000 6.490286
101.217438 17.380373 5.000000 2.714201
82.021089 18.070852 2.000000 5.263757
115.778202 16.634056 5.000000 1.650939
96.757546 19.983828 3.000000 3.593584
83.435317 17.028576 1.000000 5.195269
78.432138 22.878052 1.000000 4.981719
80.302878 21.523276 5.000000 4.594776
77.839555 23.074862 4.000000 3.693172
60.533840 19.515693 3.000000 7.926955
80.080048 20.490096 6.000000 1.152173
81.390402 24.712606 3.000000 3.134895
123.855893 21.174486 4.000000 1.709287
86.663956 21.587606 4.000000 3.130805
91.367806 21.037960 4.000000 4.895355
79.639710 19.508412 3.000000 2.134550
110.092794 21.337332 1.000000 8.535056
94.950257 19.947435 5.000000 1.874984
108.895483 23.183508 3.000000 7.504259
58.476782 18.189992 4.000000 1.498162
92.291605 24.495283 7.000000 6.822885
74.686306 19.912766 3.000000 9.601197
84.421246 20.220076 4.000000 1.994411
118.572715 19.126293 2.000000 7.960442
76.432163 26.183919 4.000000 5.793328
114.178865 22.676619 4.000000 3.912134
89.163543 18.588396 6.000000 7.145703
44.047568 20.354032 1.000000 4.853048
64.436906 19.519712 2.000000 4.146623
69.622626 21.736437 6.000000 3.704055
88.078215 23.318337 6.000000 3.806203
105.325257 17.322333 4.000000 2.268999
126.126432 18.295892 3.000000 2.611808
99.752431 25.521027 4.000000 5.799966
74.567916 21.806463 3.000000 3.737168
50.180269 24.985915 4.000000 3.680919
66.517825 20.783094 1.000000 3.232067
62.530095 19.336616 3.000000 4.796676
142.685518 20.167217 2.000000 6.638489
85.818085 22.007186 2.000000 6.532773
74.838365 19.115551 5.000000 6.012949
75.167955 21.046839 5.000000 5.031744
112.771589 21.880191 7.000000 4.397993
95.706395 23.606723 8.000000 5.387754
103.839811 21.029001 1.000000 9.120855
116.846709 18.520670 3.000000 2.188380
108.734512 23.707724 5.000000 3.252383
99.112008 20.936253 4.000000 5.366128
112.130746 18.837194 3.000000 1.993939
65.783274 23.082035 7.000000 8.471115
92.152769 19.711883 3.000000 2.589365
65.326517 20.136145 5.000000 4.341546
108.614202 21.758009 6.000000 4.422935
108.950243 22.699580 6.000000 2.291996
131.377463 20.911790 6.000000 5.002882
98.423385 20.674754 1.000000 5.470807
87.062857 22.029492 3.000000 4.658982
113.042211 19.707512 2.000000 3.131045
92.733008 24.478754 8.000000 1.548650
85.093193 22.067493 4.000000 3.937373
87.952143 20.023200 2.000000 3.689763
102.907586 17.905041 4.000000 4.558860
104.722473 20.132333 2.000000 3.569286
66.705808 24.532975 7.000000 8.027652
110.686112 19.071067 3.000000 4.072904
74.046807 17.066212 7.000000 2.122783
69.195274 21.742094 3.000000 2.241773
72.290923 21.677354 3.000000 1.836103
69.646611 23.734079 2.000000 0.979110
60.540985 20.783435 0.000000 7.589949
122.959714 20.706695 2.000000 3.583580
81.372713 19.985073 6.000000 3.192234
108.222878 17.955336 4.000000 4.275463
117.084930 22.235736 1.000000 4.344855
83.145730 23.450740 2.000000 4.736674
80.364246 25.040155 7.000000 1.969950
68.643027 20.555834 2.000000 6.217435
80.257450 24.419271 6.000000 3.600003
82.956692 20.152161 6.000000 7.603711
70.839342 23.555808 8.000000 3.138700
117.296864 15.541222 3.000000 4.745328
81.149744 18.401661 4.000000 8.088581
69.642536 20.835807 4.000000 6.133451
76.151997 20.917015 1.000000 3.813154
99.443551 19.455868 1.000000 1.736081
92.943412 22.771925 2.000000 5.051583
70.099676 20.457710 4.000000 8.019874
94.928615 19.819670 3.000000 5.415479
106.922770 22.354810 3.000000 5.216242
112.214270 24.312162 3.000000 2.354424
138.364805 24.324158 4.000000 5.471941
121.676955 20.543223 2.000000 8.382597
62.405540 21.553041 1.000000 4.112458
107.955272 20.134086 3.000000 3.731327
113.327490 19.638776 4.000000 2.424290
81.217073 23.091731 6.000000 5.467354
104.548970 21.005251 2.000000 3.177676
94.491201 20.922316 1.000000 6.298597
105.657753 20.645686 3.000000 1.960650
74.003510 21.630966 5.000000 4.450347
87.071158 20.609784 5.000000 3.345254
93.401733 20.699202 1.000000 3.065937
100.576453 20.764558 5.000000 2.970304
61.265427 19.369214 1.000000 2.207349
117.343962 19.506403 4.000000 6.229826
126.818003 22.656859 3.000000 4.681305
50.334351 18.947906 0.000000 6.386114
111.025183 17.606928 2.000000 3.326360
74.260447 19.840551 0.000000 4.453485
64.078983 19.881173 4.000000 4.484141
77.023630 21.572913 4.000000 1.835216
82.495790 22.101845 0.000000 7.102466
69.184635 20.543403 6.000000 8.581183
118.731709 23.613386 4.000000 4.811144
40.640855 20.007791 4.000000 2.207797
100.821416 25.150978 2.000000 2.548801
109.653188 20.296900 4.000000 4.797157
92.291065 20.441188 4.000000 5.153317
86.607091 21.860529 5.000000 7.224549
68.403320 21.142647 9.000000 4.852352
99.849075 21.539372 3.000000 3.045221
107.864293 21.785047 1.000000 3.506085
94.983889 19.585129 7.000000 4.759640
118.171982 21.625478 3.000000 4.375425
82.184658 24.416518 2.000000 3.326910
151.835490 21.655192 1.000000 3.857242
82.436064 19.316502 6.000000 3.685932
75.939759 19.596291 4.000000 6.642684
89.237172 18.395035 1.000000 2.008712
76.165820 21.488867 2.000000 7.105530
90.454548 19.842712 3.000000 7.468214
97.987073 24.183475 4.000000 6.693563
106.954426 20.076626 8.000000 3.219490
126.521420 20.607254 5.000000 4.344071
84.132049 21.958573 5.000000 5.290610
116.211020 21.700949 5.000000 2.194438
115.870160 24.839028 9.000000 8.379525
111.033119 21.666881 3.000000 5.203600
67.120294 19.845451 3.000000 6.876877
99.817172 21.616323 5.000000 7.826030
101.823654 24.015295 4.000000 0.857235
73.562865 22.275842 5.000000 5.971226
70.915690 21.756985 4.000000 1.584343
94.567419 20.103738 8.000000 1.124163
101.241691 20.675825 4.000000 4.554533
79.342440 22.499691 4.000000 1.313027
86.044180 18.763597 7.000000 2.068994
106.515121 23.191472 5.000000 7.030677
76.252949 21.223631 0.000000 3.283333
109.206022 18.419309 3.000000 8.279573
75.975113 27.720238 7.000000 4.232700
98.745143 19.240528 3.000000 7.272933
76.309422 21.951635 5.000000 1.659799
109.699799 22.801356 8.000000 8.307888
80.363087 23.146388 8.000000 3.065362
84.561325 18.805197 6.000000 1.981759
52.033755 17.021010 4.000000 2.281988
78.820353 21.120570 4.000000 3.876576
117.330929 17.224687 6.000000 5.121416
98.289465 24.541668 3.000000 3.036961
84.396619 20.378815 0.000000 5.152569
103.063156 19.509473 8.000000 4.813703
52.190079 22.030722 4.000000 5.178460
124.255972 18.936349 2.000000 3.182017
99.649156 18.686638 4.000000 4.398924
110.989587 20.008889 1.000000 3.381323
80.318801 20.474522 5.000000 3.859879
116.964505 19.532009 3.000000 1.700695
101.880286 23.455170 5.000000 3.584324
79.005202 22.820109 4.000000 4.725255
133.242043 20.560324 8.000000 6.356457
157.561416 16.763732 7.000000 6.936491
84.930051 20.033674 4.000000 7.432924
94.161997 20.348387 3.000000 3.343996
96.259676 19.316298 4.000000 3.087549
124.975116 20.679915 6.000000 5.118600
88.242581 20.310471 1.000000 2.006928
69.129587 24.034787 6.000000 4.250042
105.427642 20.032426 5.000000 7.409137
78.359028 23.171393 1.000000 2.418024
94.184291 22.302872 6.000000 2.880327
92.464841 19.268011 5.000000 5.335359
96.833082 18.318230 1.000000 3.521991
70.657274 24.014252 2.000000 4.688643
82.278862 21.300066 6.000000 1.913689
74.965806 19.587296 4.000000 5.247527
64.215361 24.207519 4.000000 3.100778
95.165337 22.958863 3.000000 3.991642
135.085314 20.632509 6.000000 5.366796
94.919649 20.638837 5.000000 6.394753
92.523608 20.030367 6.000000 2.675853
68.322658 22.113990 1.000000 4.935915
107.906512 19.941079 2.000000 4.888433
57.546575 19.397088 5.000000 5.480733
70.516370 20.812648 1.000000 4.904327
98.999691 21.685157 5.000000 2.636063
66.472276 19.484448 3.000000 3.956946
88.941929 20.892640 3.000000 3.124818
89.218406 22.358900 4.000000 9.510921
91.658765 21.829448 2.000000 2.438934
117.857555 23.894529 5.000000 2.803378
92.894178 20.402240 2.000000 1.316602
79.744269 20.503544 3.000000 2.902709
64.580986 20.535769 4.000000 6.311201
88.254961 18.396214 5.000000 6.637271
82.343806 21.794931 5.000000 2.975350
92.635230 25.072418 6.000000 7.908397
100.922852 21.772357 7.000000 6.088917
71.272086 22.055883 2.000000 6.826356
99.998809 23.911340 5.000000 0.670524
110.099512 24.074494 4.000000 4.938371
130.742781 22.377365 4.000000 7.106383
81.515244 21.182316 3.000000 3.783500
109.720466 17.956132 6.000000 1.749351
78.328959 23.384146 5.000000 7.909395
61.416778 20.661668 4.000000 4.070689
104.570184 22.564784 5.000000 3.486441
98.793384 22.194378 4.000000 6.612384
80.586965 21.789442 8.000000 3.307078
56.641510 19.079361 0.000000 3.469617
79.723005 19.566137 5.000000 4.404322
103.597788 25.666242 2.000000 8.153830
66.241753 20.409210 2.000000 2.581777
90.961168 22.458231 3.000000 5.055672
105.025552 20.037282 7.000000 2.435859
122.126691 20.494547 5.000000 5.260970
85.035631 20.779261 7.000000 5.297793
94.709888 22.619789 3.000000 6.331510
51.621749 22.251487 4.000000 1.911401
122.757766 24.069384 7.000000 5.439575
108.444973 20.288443 5.000000 0.426950
85.732694 20.347421 6.000000 4.792672
82.631293 20.985789 2.000000 8.378299
66.836769 20.609296 4.000000 7.796509
121.539644 20.005592 8.000000 2.727578
82.178658 20.137718 4.000000 4.490927
114.743602 20.202539 4.000000 5.792339
119.858943 21.421584 3.000000 5.295970
98.921459 19.498390 5.000000 3.966230
93.597558 22.185872 4.000000 3.315380
86.902707 17.647248 2.000000 5.579538
121.839209 20.383268 2.000000 2.661276
113.626932 20.376550 8.000000 3.795724
78.781195 18.657554 2.000000 3.796546
101.174142 20.724025 6.000000 5.534337
46.846164 22.387785 5.000000 2.255675
76.120627 21.700507 3.000000 5.596557
39.192722 21.142678 8.000000 1.858529
110.776016 23.453431 6.000000 6.862835
101.786518 23.400326 5.000000 7.748622
97.842925 18.428081 2.000000 8.186713
80.517261 19.691204 5.000000 4.434878
77.355132 21.905710 3.000000 3.621688
58.144195 18.746826 5.000000 4.929532
84.154178 19.657528 3.000000 9.099321
101.652330 23.384017 2.000000 2.413710
141.814833 23.270783 2.000000 0.568701
98.676822 17.437952 3.000000 5.977355
92.264812 21.565193 7.000000 3.932410
92.494046 21.062341 5.000000 9.497965
76.776915 20.092261 2.000000 4.678258
93.216627 25.427757 3.000000 8.928838
59.968443 20.673468 3.000000 5.333201
61.475451 20.124333 2.000000 6.869211
75.440589 19.452974 0.000000 2.498948
107.628401 22.286859 5.000000 5.785556
79.721466 22.146582 8.000000 3.935751
106.718775 20.026943 2.000000 3.564386
79.005769 24.116493 2.000000 2.766277
96.984048 20.729288 5.000000 3.049418
67.592950 18.372927 2.000000 3.228596
89.247863 19.417512 6.000000 1.451028
88.534130 20.870985 2.000000 1.938736
77.391384 21.652604 3.000000 3.129222
81.675763 20.834310 4.000000 3.634174
97.252970 20.269025 3.000000 3.115171
71.296764 17.260041 2.000000 3.493071
65.822464 20.912990 4.000000 8.410069
82.998485 20.520049 2.000000 5.981149
43.102102 18.751332 1.000000 1.502478
103.954103 19.974129 4.000000 5.112585
90.626905 19.802986 6.000000 1.305962
101.059229 21.418746 4.000000 2.268608
60.988298 25.447104 3.000000 3.117901
84.949111 22.262148 2.000000 4.459697
89.426837 18.663442 4.000000 7.799814
55.139390 21.570102 5.000000 2.752681
77.046201 17.615641 4.000000 2.800943
111.572245 19.447834 2.000000 5.016818
90.570059 24.170387 4.000000 8.041931
141.337311 19.489283 3.000000 5.040902
89.675832 20.108491 5.000000 2.539992
34.180012 22.479749 3.000000 6.721520
108.599462 21.483477 2.000000 4.856007
114.570203 22.755645 5.000000 3.527422
105.294022 18.744178 0.000000 6.829388
103.186580 24.562637 2.000000 4.754416
83.484737 18.395757 1.000000 8.086062
88.041252 23.080987 1.000000 5.338106
62.410575 18.774741 5.000000 2.825793
100.233973 19.270840 6.000000 4.271659
111.905805 23.451696 9.000000 2.273622
85.856499 20.284855 3.000000 6.118013
76.621144 20.411095 2.000000 5.438678
