# Radius Velocity Satellites Factor
79.835480 11.058757 1.000000 6.765567
121.151394 21.098136 2.000000 3.685913
65.714437 17.058566 1.000000 9.238102
78.249698 19.508000 1.000000 8.204708
139.448113 15.628547 1.000000 5.653326
127.486146 23.739330 0.000000 6.420722
116.648969 20.043876 8.000000 4.687140
58.232914 14.334711 3.000000 3.597683
111.035308 22.226457 1.000000 4.539458
139.073193 13.877342 4.000000 3.733922
74.356892 13.069421 2.000000 2.274486
103.098532 18.573864 2.000000 2.210624
55.269170 18.404484 9.000000 6.178680
93.660279 18.617322 2.000000 7.618007
78.199796 17.476717 1.000000 7.519286
119.818398 24.913486 4.000000 5.309344
103.368526 21.784825 2.000000 5.766132
97.771266 8.474823 4.000000 3.107587
71.050537 14.170241 1.000000 9.142318
131.333802 11.716505 3.000000 5.493011
77.509084 18.190888 2.000000 4.447666
55.356571 22.837810 1.000000 4.662802
82.964943 13.380424 6.000000 3.646260
128.048644 18.875253 1.000000 1.420947
88.336582 17.402011 4.000000 4.077047
103.707173 20.943770 4.000000 3.098134
110.869418 18.782352 4.000000 6.706756
123.218600 14.750213 2.000000 7.761489
70.515623 18.595951 2.000000 8.102076
100.530766 14.329659 3.000000 3.913210
100.505866 12.187086 1.000000 3.693710
101.745619 27.104470 1.000000 4.590462
111.452007 18.137478 2.000000 4.538810
112.894648 15.565666 5.000000 6.892340
58.070031 14.530390 2.000000 7.711561
103.526713 15.023562 2.000000 4.608655
106.407109 15.623061 1.000000 4.456765
106.101969 18.731077 6.000000 7.593065
81.840797 18.317194 3.000000 2.177048
96.669334 12.308333 4.000000 7.428961
101.440223 16.539376 6.000000 6.529446
85.005732 15.364481 4.000000 4.635003
57.903354 17.598500 0.000000 6.504720
61.006987 18.742619 5.000000 4.380025
73.497488 14.806682 5.000000 3.171234
88.566719 20.114101 4.000000 3.747516
71.555112 21.051677 4.000000 2.013276
86.695139 19.900366 4.000000 4.911297
95.077982 21.642299 0.000000 5.333941
86.303586 18.802461 2.000000 7.541795
99.416456 17.287649 3.000000 0.705798
107.103961 15.195628 5.000000 4.913412
89.798252 11.848316 1.000000 6.741705
98.431741 22.175843 5.000000 8.504754
108.777847 10.041588 3.000000 5.221577
115.092552 19.070488 4.000000 0.947353
63.787684 16.703095 10.000000 4.239808
86.507724 16.818776 7.000000 1.709208
101.069701 14.981823 2.000000 8.808703
96.599246 18.490678 1.000000 5.404277
83.689357 20.696988 2.000000 4.237885
117.249643 10.391050 4.000000 3.388996
115.854684 17.533232 2.000000 4.457999
105.526613 14.750114 2.000000 4.260463
94.132980 16.936673 5.000000 1.078824
113.160533 19.380605 3.000000 7.736565
88.219097 20.582635 1.000000 4.045298
106.357345 19.455535 3.000000 4.696984
66.813593 26.629232 4.000000 2.320379
111.057952 16.033347 4.000000 7.961732
108.279214 10.215199 2.000000 7.647840
112.406207 21.314216 3.000000 3.070057
100.521725 13.942040 1.000000 5.531382
95.227361 20.653157 2.000000 1.887983
104.595028 5.789430 4.000000 6.093152
121.025718 10.859574 6.000000 3.754287
115.942461 8.509955 5.000000 3.035239
93.364274 23.551695 3.000000 4.890653
144.819712 19.963346 3.000000 6.423662
112.606999 11.286810 2.000000 7.353042
119.100167 23.960678 3.000000 7.939408
81.784694 21.476674 5.000000 1.385474
91.489151 22.000832 0.000000 2.754105
99.911412 16.535947 3.000000 4.830494
119.705467 7.881454 2.000000 4.837640
75.636216 9.762580 2.000000 6.482549
96.935358 21.906533 2.000000 4.684504
66.559398 9.718869 2.000000 6.026636
88.755035 17.976054 3.000000 4.232164
117.991891 12.088575 3.000000 8.025823
87.146414 18.676588 4.000000 4.030911
117.783121 17.010687 3.000000 7.009627
63.503737 12.703576 5.000000 6.387908
66.996869 11.454867 3.000000 3.226854
84.657631 16.884703 1.000000 6.343970
98.045996 17.658684 3.000000 5.929263
89.125973 20.263514 2.000000 2.790905
117.749920 19.239562 1.000000 9.249264
97.476120 14.413561 5.000000 0.526661
62.165987 13.654565 7.000000 6.540982
127.398997 12.562937 4.000000 5.036924
93.214524 19.203638 3.000000 2.720936
127.526352 19.464016 2.000000 5.575609
125.543966 23.245628 2.000000 5.360898
108.032115 17.900618 4.000000 7.609356
102.598229 13.148115 3.000000 5.080955
73.044167 17.017495 3.000000 4.225283
109.075161 20.134275 3.000000 4.955072
120.008596 16.000151 3.000000 5.782538
89.219004 17.227882 2.000000 7.391879
103.071787 15.742879 5.000000 6.911260
75.058433 9.944023 0.000000 7.564840
79.464936 17.909432 0.000000 0.737614
97.432760 23.223116 4.000000 2.432817
81.723926 21.448605 3.000000 8.111524
97.828274 9.425751 3.000000 3.811076
83.782947 16.183716 1.000000 5.400188
89.023212 11.664345 4.000000 7.158760
92.980916 19.393966 1.000000 5.669068
121.120096 16.895178 5.000000 9.466988
110.157089 14.782348 5.000000 4.918573
93.850204 24.860505 2.000000 5.480679
107.354366 20.057206 0.000000 3.244387
135.438056 9.867093 3.000000 2.934242
100.715943 10.695315 5.000000 3.265296
122.656445 14.758664 7.000000 5.414000
67.104998 14.953240 3.000000 6.842759
101.988688 12.625152 3.000000 1.974208
123.682121 22.684947 4.000000 2.824031
99.666273 18.077831 3.000000 8.367407
115.072511 21.704635 1.000000 3.328135
86.442275 17.191914 5.000000 9.043810
48.237405 17.901760 4.000000 5.875776
106.753600 14.883546 3.000000 8.158923
98.058004 17.150017 4.000000 5.917472
64.330679 12.628832 1.000000 6.576144
109.050889 20.202286 2.000000 1.991395
120.146408 13.633191 6.000000 4.889437
99.003419 14.322792 0.000000 3.426232
103.022297 15.871962 0.000000 5.874586
100.409580 13.287315 4.000000 5.694398
70.882773 18.529407 0.000000 8.954082
87.622380 21.417862 4.000000 5.272639
136.994792 20.996134 6.000000 6.290656
86.231263 17.011263 2.000000 7.588211
77.873884 21.863323 2.000000 4.780710
112.362127 18.236453 2.000000 4.813828
105.711389 18.266430 5.000000 7.103322
102.990267 16.802503 3.000000 0.982301
100.248582 18.474724 1.000000 7.480056
71.365545 10.004845 2.000000 6.543634
76.452247 10.419184 2.000000 7.767863
103.720571 18.875691 0.000000 1.283183
71.048324 18.085735 3.000000 9.174863
92.012633 18.460272 0.000000 5.332617
114.740003 14.928926 2.000000 7.001751
112.016072 14.788924 0.000000 1.550104
74.212583 19.730239 5.000000 4.742688
111.044986 18.584930 1.000000 2.317700
106.595519 14.524173 4.000000 7.469155
71.495067 20.142299 2.000000 5.952840
64.458440 19.602143 5.000000 7.394884
67.940581 14.940180 4.000000 1.942124
111.991765 15.421137 3.000000 5.334993
111.900318 13.532102 1.000000 7.134153
88.753179 15.983388 4.000000 2.775551
115.089766 16.245070 0.000000 6.049591
111.215099 21.684257 0.000000 4.083124
112.576733 17.470481 2.000000 5.969569
105.224278 11.205186 1.000000 1.362417
112.058908 17.603491 5.000000 8.742452
146.087391 15.983282 2.000000 6.177003
86.566332 18.391045 3.000000 7.901766
115.246527 16.312926 3.000000 6.566993
112.354960 16.079760 3.000000 3.772688
90.386950 23.829745 2.000000 1.701822
100.567281 14.000215 2.000000 6.054777
81.849987 13.997748 0.000000 7.438684
102.971054 16.374604 3.000000 4.587470
74.470553 15.962919 2.000000 5.481861
106.828077 13.646264 3.000000 3.822354
85.324838 9.215180 3.000000 3.132603
92.858533 25.434026 3.000000 3.963703
113.902929 20.080534 2.000000 4.675539
112.195437 20.516929 1.000000 8.558425
87.827036 12.449819 5.000000 3.611682
50.324183 16.191982 3.000000 5.107638
88.292886 12.957710 3.000000 2.199375
102.236541 17.280164 3.000000 8.800393
88.058970 11.453128 3.000000 5.955532
68.147682 19.300088 6.000000 8.755058
93.145835 21.746354 2.000000 9.775809
82.048464 19.938422 3.000000 7.923577
107.049698 17.643597 2.000000 5.900543
85.684543 25.272108 2.000000 5.644974
103.162163 17.144464 5.000000 3.549808
86.622361 10.085814 6.000000 5.236806
73.492059 11.136028 5.000000 7.201950
76.335550 9.092374 1.000000 5.681213
120.175374 18.693690 3.000000 7.081508
87.296093 16.195057 1.000000 4.414349
109.772235 14.547481 6.000000 6.140620
110.902488 14.507464 1.000000 8.659791
108.839205 17.879481 1.000000 6.004631
123.749246 11.522801 2.000000 4.852921
93.574343 12.357776 5.000000 9.872519
73.562875 17.066791 4.000000 6.975837
88.166595 27.458029 4.000000 6.899181
89.456403 15.863034 5.000000 6.155399
91.611486 11.948478 1.000000 5.639052
71.912166 12.894777 4.000000 7.020463
116.296012 14.787501 1.000000 6.608129
83.449512 22.586930 2.000000 8.007556
70.056751 13.175645 5.000000 7.640761
81.310322 12.525259 4.000000 6.959728
95.770655 16.486542 1.000000 8.215396
120.603400 17.008209 2.000000 2.694321
91.531108 18.027209 4.000000 5.470819
85.424048 15.984454 2.000000 7.323569
102.293589 16.954591 3.000000 6.046531
117.981023 19.503951 1.000000 6.928685
96.097802 18.867725 3.000000 8.021313
122.621397 14.794312 3.000000 3.522164
55.513901 12.645852 2.000000 6.853574
107.088996 17.753193 3.000000 3.619236
89.664979 14.709626 3.000000 8.221347
113.425329 15.925592 2.000000 6.299362
94.241323 21.204287 1.000000 6.569123
82.957465 11.486355 2.000000 0.392435
94.139628 16.366676 3.000000 5.985963
99.202215 11.916755 2.000000 4.437394
116.056422 20.104271 6.000000 8.321426
108.872526 11.616798 0.000000 2.880788
89.519338 10.356478 3.000000 6.020725
97.805343 17.635909 3.000000 5.357135
86.086772 21.316269 4.000000 3.873659
89.976543 13.501607 1.000000 5.425782
113.664855 19.892020 4.000000 6.317598
87.868330 21.755057 2.000000 1.384310
89.668544 23.898207 3.000000 4.570758
103.940963 17.744702 5.000000 6.570360
94.637957 17.047956 4.000000 4.598192
99.511533 16.855897 3.000000 7.571002
119.468737 17.923417 2.000000 6.773245
95.729109 15.071002 8.000000 6.471582
98.897348 8.765598 4.000000 3.592573
99.367315 17.215223 1.000000 7.769036
110.751476 21.190424 3.000000 3.758154
66.735263 11.132424 4.000000 6.273385
97.096606 18.267022 5.000000 7.252041
99.662036 14.571339 1.000000 8.493873
100.143184 20.923055 3.000000 7.173611
112.828166 7.015803 1.000000 0.823768
124.678050 20.808163 8.000000 2.610421
134.299065 17.077875 2.000000 6.331289
99.933271 17.628444 4.000000 3.085142
89.522680 18.703600 2.000000 9.056496
115.304778 13.116574 3.000000 6.323857
99.694100 18.096802 3.000000 3.291657
79.482977 13.981471 3.000000 7.303362
107.073109 19.541061 4.000000 3.041026
112.952208 18.464924 0.000000 1.361514
94.395730 20.982885 5.000000 7.755637
90.184129 17.902651 4.000000 3.931493
82.061149 13.230669 4.000000 4.401040
116.753881 19.162963 3.000000 5.317518
99.462519 16.876218 2.000000 8.204675
93.682335 16.696243 3.000000 5.384376
71.376485 20.144524 5.000000 5.113844
115.573797 13.984494 2.000000 6.150642
108.011027 13.867388 6.000000 6.642183
122.440492 18.980643 1.000000 8.676735
81.489633 12.765817 3.000000 7.172659
93.769893 14.243392 2.000000 4.919983
91.002098 12.887266 4.000000 3.886254
92.841718 17.652164 1.000000 9.003645
84.518315 21.218053 2.000000 4.191410
116.268162 12.381251 5.000000 5.392162
57.449143 18.927912 6.000000 4.046539
62.895808 17.630666 1.000000 4.789046
115.743076 13.499327 0.000000 4.207108
89.815039 19.848468 3.000000 1.953311
105.193693 16.687552 0.000000 7.831929
77.623310 27.010003 4.000000 3.315127
108.325101 27.614853 4.000000 8.354580
111.507006 20.295136 3.000000 5.501018
129.702055 20.463111 1.000000 5.363952
90.823633 9.770658 4.000000 5.248761
94.413091 13.902061 0.000000 3.497113
75.400874 15.452988 3.000000 5.055631
87.688973 21.136518 2.000000 6.299471
77.047928 15.004895 3.000000 3.502178
159.105454 13.338430 2.000000 7.473023
85.467455 16.285697 0.000000 5.488432
122.880608 16.987802 2.000000 5.596404
106.454045 14.782893 3.000000 1.532997
103.371048 6.616546 4.000000 4.071421
98.520288 17.828637 4.000000 3.762290
115.617085 16.527539 3.000000 8.801898
110.133349 20.126268 1.000000 8.552182
87.601534 18.408287 2.000000 6.556604
92.755251 18.535233 1.000000 4.665168
85.942527 21.785564 1.000000 4.224643
86.594701 12.081341 2.000000 3.226066
120.455867 13.423354 9.000000 5.501708
92.417817 13.783138 1.000000 7.388089
100.888095 14.405167 4.000000 4.202424
102.741622 13.743498 3.000000 4.054535
103.348353 17.090848 0.000000 6.845169
100.647914 13.668905 5.000000 6.086652
107.053272 9.331027 1.000000 3.257085
93.670891 19.319032 1.000000 7.073968
86.613199 23.772248 1.000000 7.322058
81.441102 16.438095 4.000000 2.530333
92.578092 17.638601 3.000000 6.795669
126.591943 21.744841 1.000000 3.847570
74.870315 11.274756 5.000000 5.483036
116.690484 18.690358 2.000000 6.187442
89.188316 20.197010 2.000000 6.223616
78.519127 15.044825 3.000000 7.303571
77.053236 15.941381 1.000000 2.959970
80.428771 12.686228 2.000000 7.686983
71.839017 20.394886 2.000000 4.545424
89.587492 19.301534 1.000000 7.604485
78.942980 18.758325 4.000000 2.759621
117.874220 14.866692 2.000000 3.515518
92.776223 17.189339 3.000000 7.508602
89.599771 18.849347 5.000000 3.168206
73.699625 16.730630 2.000000 4.663636
103.855424 15.256010 1.000000 6.723356
77.823635 11.845581 4.000000 5.808660
70.949080 13.494448 4.000000 4.539650
87.840873 15.674493 0.000000 5.349788
66.369524 20.435126 4.000000 5.618360
115.814308 13.376087 5.000000 3.946540
74.928469 21.050660 5.000000 4.267581
83.481269 10.943643 3.000000 8.854338
93.869916 21.504382 3.000000 6.124121
97.774701 8.783682 3.000000 5.178571
90.979258 21.090928 3.000000 1.823191
128.678847 14.567222 3.000000 7.219716
89.194224 21.450196 6.000000 5.473137
90.929550 18.571818 3.000000 6.945787
102.676440 17.666865 6.000000 2.604651
100.053845 13.815406 2.000000 2.595159
130.995865 20.735166 4.000000 5.095514
76.949201 18.855497 5.000000 2.610879
51.912085 24.831809 3.000000 6.068834
100.485860 14.587313 2.000000 9.361929
78.316887 10.562490 4.000000 1.053656
74.413042 23.118257 6.000000 6.115786
106.948213 21.801706 6.000000 7.736824
66.126717 10.104044 3.000000 5.408946
79.049990 12.203592 5.000000 5.020336
112.010462 14.067814 2.000000 4.038063
119.735547 16.831104 2.000000 9.143035
73.975101 27.987155 1.000000 1.725518
78.026702 14.895851 1.000000 8.913688
134.406711 20.223479 0.000000 7.531778
76.578597 13.598114 6.000000 5.426717
109.501201 20.027769 2.000000 3.414126
116.051137 16.765927 1.000000 5.389623
90.201905 17.914048 0.000000 4.986261
103.116437 25.115908 7.000000 8.553466
93.111182 21.206442 2.000000 2.824498
116.286685 12.485419 4.000000 6.580295
128.792313 15.374416 4.000000 8.785497
95.289892 8.390476 3.000000 7.144105
76.851274 9.169533 2.000000 5.788278
105.417980 18.351054 4.000000 3.255770
60.943955 12.983671 1.000000 4.050337
83.939535 21.918474 1.000000 3.648836
64.033189 13.787276 2.000000 3.690659
105.134424 6.951218 4.000000 6.124134
108.669351 18.974459 2.000000 6.128184
96.658457 17.967462 4.000000 6.831927
113.515396 15.845952 5.000000 7.213853
84.376182 24.385742 1.000000 7.913628
100.116758 22.122869 2.000000 7.429980
101.206724 17.670305 4.000000 3.347385
76.274998 15.306824 3.000000 5.882205
106.115144 16.324386 1.000000 6.526601
79.871434 29.353116 2.000000 7.335153
87.338683 14.351181 2.000000 4.632141
85.615546 12.761140 4.000000 5.987346
124.186975 16.793714 1.000000 2.545155
117.199638 20.048687 2.000000 0.752481
80.581698 13.047554 3.000000 3.916505
101.667621 14.244126 3.000000 6.803030
102.763440 19.622241 2.000000 5.861771
113.764375 19.120367 4.000000 4.114988
120.167915 18.531799 3.000000 7.964293
99.388641 16.085552 2.000000 4.945685
99.969341 5.736519 4.000000 4.317296
63.651534 18.163543 3.000000 5.629392
85.111738 11.611791 0.000000 4.213500
98.344127 18.337321 2.000000 3.421765
36.238687 19.674901 2.000000 4.492673
92.540071 14.567326 2.000000 6.658121
96.955206 14.115717 4.000000 6.376115
84.075272 18.872229 5.000000 5.081502
103.000754 14.463923 0.000000 8.501602
115.015586 16.526991 3.000000 8.451564
94.989175 20.581961 3.000000 2.994635
104.281691 26.155574 1.000000 6.115188
83.242405 16.412888 3.000000 4.327798
85.426456 15.135470 2.000000 6.072673
60.518079 17.430576 3.000000 7.091062
129.182228 10.167836 4.000000 6.919725
110.234681 18.261386 1.000000 4.199193
103.208945 13.739754 4.000000 5.076254
104.410125 21.101476 3.000000 6.213353
90.295297 19.998173 2.000000 9.274013
78.505162 14.356415 2.000000 3.578313
66.673123 19.861567 2.000000 2.465510
86.022327 23.137442 4.000000 2.207570
94.849844 12.777873 2.000000 6.945071
117.715678 17.353517 3.000000 5.813652
100.018007 13.070639 8.000000 3.289905
96.539517 14.268273 1.000000 5.289607
94.353573 19.116915 0.000000 7.683466
106.403882 14.661007 3.000000 1.262384
105.699352 16.033633 3.000000 7.739100
136.192730 21.866096 2.000000 3.873999
67.283522 17.640206 1.000000 6.074205
99.917776 11.479700 3.000000 5.622619
90.753198 18.627947 1.000000 5.251021
94.676398 15.329795 2.000000 4.387568
100.014936 19.351327 2.000000 7.370659
85.496404 18.104047 5.000000 4.621278
94.177569 23.872130 4.000000 2.910551
63.449385 23.703307 3.000000 4.764200
70.981868 19.371264 1.000000 8.880106
94.910231 23.257573 7.000000 7.287618
104.928577 24.213019 1.000000 8.528334
128.775040 12.694791 3.000000 1.887524
88.900283 12.288015 3.000000 5.742538
111.445377 19.597790 6.000000 4.486883
120.493699 14.375545 3.000000 8.334389
128.526339 8.334165 4.000000 5.241969
91.491588 9.551688 9.000000 4.684399
110.970199 17.848869 5.000000 7.348185
84.284012 20.728075 5.000000 5.672713
96.614086 17.364961 5.000000 5.982660
100.408199 18.593209 5.000000 5.882612
76.924359 17.433061 2.000000 2.691837
90.187476 13.460357 1.000000 4.836040
120.392605 15.032719 3.000000 1.264080
106.067045 13.430088 4.000000 7.001461
90.025890 16.467047 6.000000 3.280512
101.795730 16.602688 3.000000 5.690219
110.036880 17.179957 4.000000 3.893856
92.551624 18.331064 6.000000 4.453393
123.968433 16.026624 5.000000 6.705399
88.319356 20.434392 1.000000 2.753636
83.197385 18.726663 2.000000 2.401098
116.266796 20.984358 5.000000 2.531972
89.261525 17.981315 2.000000 2.302096
96.907148 21.944690 5.000000 8.435863
109.529367 17.907987 4.000000 2.644957
74.895627 15.868876 3.000000 2.535780
108.228776 20.661230 2.000000 6.892034
114.231634 18.746715 3.000000 7.799839
97.372938 14.546071 4.000000 3.316421
83.357015 17.260432 9.000000 5.926787
103.176274 12.343067 1.000000 6.751558
91.278048 12.784089 1.000000 5.584668
93.914457 20.335952 2.000000 6.881510
119.615630 15.064136 1.000000 4.243523
107.702066 14.030514 2.000000 3.953997
81.229657 25.083127 2.000000 2.742475
109.433033 20.672503 7.000000 5.687356
74.360655 16.552217 2.000000 4.148287
108.940792 15.708737 3.000000 7.676618
73.136055 14.672555 4.000000 7.522345
105.251609 13.062904 5.000000 4.906374
84.063615 22.461600 4.000000 1.718452
104.692639 19.087486 4.000000 5.013563
116.119065 20.727851 2.000000 4.034640
96.961950 9.370026 3.000000 5.919576
57.605206 14.364916 2.000000 5.996942
125.611702 21.400483 0.000000 6.577388
101.232721 13.384768 4.000000 6.533902
79.743653 19.905553 4.000000 2.293907
109.852011 21.759039 3.000000 9.084001
92.939630 14.529651 6.000000 3.748207
93.125563 19.622029 1.000000 6.702081
97.484745 10.681884 3.000000 2.500685
100.470925 21.523106 1.000000 0.934578
116.529664 20.859175 2.000000 4.671952
132.834367 15.219487 5.000000 3.896746
117.561199 21.402151 4.000000 7.835439
115.337507 16.814242 3.000000 6.293184
100.063346 17.228302 3.000000 7.117273
101.504998 17.206393 3.000000 2.759179
116.009650 14.506215 2.000000 9.453164
98.504369 20.280956 1.000000 1.277937
93.492382 13.287238 1.000000 6.608711
113.724140 24.725189 7.000000 5.682531
109.012699 11.575404 3.000000 5.394371
101.296650 18.344076 1.000000 9.351212
94.748425 19.243377 0.000000 5.956589
119.668291 13.837165 5.000000 7.880236
109.568467 6.344554 4.000000 4.420303
105.363897 15.916968 4.000000 1.713127
95.969746 16.258424 2.000000 4.161399
115.028245 15.118914 7.000000 5.694008
64.214359 9.102848 0.000000 4.685199
91.643584 10.683237 2.000000 1.375959
82.304767 15.534221 1.000000 7.941471
112.278256 16.979197 5.000000 5.910108
80.684811 16.227183 2.000000 6.266555
100.745621 12.299214 5.000000 5.131789
109.482830 13.248378 8.000000 4.141909
110.531435 21.200903 2.000000 5.736016
79.904037 15.328959 6.000000 4.449441
129.100206 14.749646 4.000000 5.059673
88.987683 15.334255 1.000000 7.349259
89.101803 16.616425 6.000000 2.398507
129.232089 11.330446 2.000000 1.548672
103.336437 16.681747 1.000000 6.648124
132.305383 16.320290 4.000000 3.962534
115.136993 18.385053 1.000000 0.372443
96.628821 15.002064 3.000000 5.379685
80.696961 12.146358 5.000000 5.438751
89.737392 19.433653 2.000000 2.928824
109.389323 15.415843 2.000000 3.543300
90.867741 15.832037 2.000000 2.271379
119.471749 15.346874 3.000000 8.171153
128.965793 7.843895 5.000000 2.397600
79.749411 16.774946 3.000000 4.932163
101.772871 18.053136 3.000000 3.095732
111.373249 19.985155 2.000000 5.023384
100.388464 15.970687 0.000000 6.943966
85.127053 11.956303 4.000000 7.009370
53.475467 25.029814 2.000000 1.282412
64.928248 24.318654 5.000000 1.448072
97.766633 15.051585 4.000000 6.043098
88.369169 20.215293 1.000000 4.783116
136.512456 17.282569 3.000000 6.091660
90.869658 12.847856 4.000000 9.559386
97.206133 9.813725 2.000000 7.242181
120.258854 15.813031 3.000000 6.786074
93.145181 9.945548 2.000000 4.994488
85.159087 16.717843 5.000000 4.049643
109.542825 25.492992 6.000000 6.140712
92.710322 24.229919 8.000000 8.146731
86.011488 17.924962 2.000000 5.387731
94.315122 12.914212 6.000000 8.393629
94.885230 13.590396 1.000000 5.916569
85.447527 15.634041 3.000000 1.089963
85.949592 17.562719 2.000000 5.704699
77.670382 14.600791 4.000000 4.818255
101.269966 20.039046 2.000000 2.889449
95.413290 10.191884 2.000000 1.087242
76.864544 11.822401 3.000000 6.756475
110.156917 18.489038 5.000000 6.467025
100.085423 11.446990 4.000000 4.305543
121.646201 19.169667 2.000000 3.149612
93.125006 17.500370 5.000000 5.027868
80.905526 17.330519 4.000000 4.699656
68.714317 12.721994 3.000000 3.686252
82.329811 17.257437 2.000000 7.646964
71.193898 17.908685 5.000000 9.185995
128.674436 20.674578 5.000000 8.835208
116.146898 23.575107 1.000000 3.117607
109.670602 21.920895 2.000000 2.974843
91.057534 11.004598 6.000000 8.088439
90.631003 14.295315 3.000000 6.274832
102.391080 22.213096 1.000000 8.833855
89.348053 17.394521 0.000000 4.726696
86.961001 20.024843 3.000000 1.631791
104.260478 16.556640 7.000000 5.143067
96.115624 23.322164 1.000000 7.673097
70.229563 19.342490 5.000000 4.450265
