# Data1 Data2 Data3 Data4
73.652255 15.095629 0.000000 8.662827
91.343106 21.091221 3.000000 4.008297
68.135484 18.487200 1.000000 2.780981
108.417714 20.774149 3.000000 2.350856
114.722642 19.942281 0.000000 5.970959
99.626265 20.466407 2.000000 5.884958
92.680278 17.772167 1.000000 4.942593
100.918516 19.795607 0.000000 3.599253
99.967356 20.522392 1.000000 3.173695
96.146921 19.484703 0.000000 5.072595
120.689061 19.590028 1.000000 8.713260
111.993237 23.964544 1.000000 4.191087
125.933470 15.094491 1.000000 8.653886
102.953713 23.717181 2.000000 2.424488
91.106464 20.289577 0.000000 4.839310
96.960760 20.456413 0.000000 5.845743
74.582884 23.736183 0.000000 5.680421
104.237255 17.599990 0.000000 1.662248
75.771572 20.378234 0.000000 1.175491
111.003086 18.347386 3.000000 2.292209
88.349463 22.792428 1.000000 2.700052
115.412019 20.738567 0.000000 0.895651
90.868488 16.162977 1.000000 2.853569
116.754166 17.878822 1.000000 4.668484
102.218091 25.832128 1.000000 3.541184
91.320983 14.025645 0.000000 4.479365
87.897453 23.467797 0.000000 1.923594
115.819796 20.406362 0.000000 1.180837
82.830248 17.236342 3.000000 5.005191
110.863392 24.560917 0.000000 1.280066
91.589294 20.426543 1.000000 3.572193
107.847113 19.019607 0.000000 0.623558
114.667325 21.972930 2.000000 4.183626
87.802209 18.637978 0.000000 1.981563
83.028171 22.978231 2.000000 2.250158
134.538571 22.868261 4.000000 4.962599
111.694520 19.202116 1.000000 9.438070
85.820451 23.713653 0.000000 2.807817
80.439962 20.306298 0.000000 3.887447
83.237872 24.939046 1.000000 8.332452
72.589736 20.348438 1.000000 6.436483
109.126571 19.996193 0.000000 7.580470
86.058216 17.749895 0.000000 6.301563
88.451501 15.295963 0.000000 9.033004
91.057493 24.639387 0.000000 3.207184
68.309296 20.656416 1.000000 6.669124
104.277258 23.607191 1.000000 3.932622
98.687041 20.769765 0.000000 3.941280
129.564136 14.622254 1.000000 3.324848
86.297369 25.862000 0.000000 0.579124
87.738913 22.601240 1.000000 4.409860
127.100595 13.198870 3.000000 3.611987
99.803007 18.660799 2.000000 5.611075
96.012481 20.373391 0.000000 2.550773
95.919768 17.649034 1.000000 5.226322
87.878464 22.057015 0.000000 0.925279
85.701328 15.804542 0.000000 5.470554
109.119042 17.345403 0.000000 6.517864
109.501294 8.863263 0.000000 4.688859
119.616213 17.842358 1.000000 7.351962
98.375284 17.803722 4.000000 3.190625
113.670477 18.164375 0.000000 2.913620
103.393156 16.277185 1.000000 3.891944
90.601830 19.906059 0.000000 4.745428
116.265847 21.049156 1.000000 2.790133
95.157839 20.214956 1.000000 5.694927
97.195985 22.211025 0.000000 2.950600
103.159376 23.187275 1.000000 1.442259
96.753750 17.798425 0.000000 1.556746
77.586110 22.725810 1.000000 9.003655
92.850919 18.301308 0.000000 5.925467
102.269120 18.920678 3.000000 7.660078
82.589240 17.860710 0.000000 5.328647
102.143366 22.855471 0.000000 5.702660
86.667135 24.454532 0.000000 6.364378
115.259081 25.362290 0.000000 7.140778
100.992134 21.827547 0.000000 3.660274
79.511792 17.463596 1.000000 5.628966
86.763995 20.287012 1.000000 0.697104
114.521136 19.645867 1.000000 2.370163
79.850711 19.665335 1.000000 1.725256
120.712242 19.792039 1.000000 5.965504
92.944891 19.675206 3.000000 1.442780
108.414143 19.388077 0.000000 1.509495
95.518708 18.229468 0.000000 7.153284
82.530306 16.926629 0.000000 5.078938
96.472545 12.318072 0.000000 7.368235
79.786779 14.419868 1.000000 9.545864
111.908468 14.625122 3.000000 2.974837
69.753958 20.344249 1.000000 1.110056
116.118095 17.446729 0.000000 4.166480
89.661974 16.245116 2.000000 4.523709
86.207324 21.662740 0.000000 4.559773
93.811622 14.289986 3.000000 2.429841
71.337892 16.427820 0.000000 3.716154
100.920997 14.805252 1.000000 4.940694
91.442308 21.730800 2.000000 8.993366
121.819486 21.075375 0.000000 4.369620
103.864815 19.450784 0.000000 1.116850
129.600317 17.208869 1.000000 2.842882
102.448181 18.121193 1.000000 5.958248
107.691902 17.523010 1.000000 3.648398
97.812555 23.640058 1.000000 4.658205
86.432827 14.474417 0.000000 2.087372
74.124910 20.716511 0.000000 4.360393
98.464252 22.516856 2.000000 4.387585
75.512321 27.074164 0.000000 4.921139
92.125351 22.855459 2.000000 4.658392
81.108052 21.575007 1.000000 3.258088
104.113597 17.411390 0.000000 3.555541
94.263741 17.203611 1.000000 6.570018
121.378729 19.176790 2.000000 7.760722
106.874295 18.849455 2.000000 9.597857
88.326958 15.591216 0.000000 6.103053
107.764364 17.315977 2.000000 3.295478
96.228442 22.377512 1.000000 8.574543
91.612777 21.407886 1.000000 5.250640
77.731002 20.240429 0.000000 5.808986
105.099150 25.719821 4.000000 6.967327
93.238666 18.740041 0.000000 1.407383
83.563093 17.580986 1.000000 5.289874
96.385221 20.992274 0.000000 4.911149
97.154155 18.114169 1.000000 3.587577
97.049005 16.842473 0.000000 1.323079
81.717194 16.880373 1.000000 9.037040
83.472879 18.343605 1.000000 4.319608
84.168479 17.603096 1.000000 2.656637
91.233181 20.968956 1.000000 8.268812
79.222360 19.441740 4.000000 5.733640
101.305284 19.846540 3.000000 3.443218
111.569340 22.016317 2.000000 2.704832
104.764818 21.694236 0.000000 8.019034
93.692688 12.530530 0.000000 1.333640
90.050687 20.515945 1.000000 4.101680
125.240222 15.598824 1.000000 1.220682
68.937615 24.460028 1.000000 4.599057
111.267811 17.563805 0.000000 4.989866
103.214726 19.831869 2.000000 5.151594
77.454397 24.988123 2.000000 4.988260
131.667123 18.599021 0.000000 6.782025
108.652879 17.968149 1.000000 9.708365
91.647695 22.848868 0.000000 2.689392
104.906262 21.610024 2.000000 6.649618
69.729979 16.951820 1.000000 6.687715
112.909318 21.076467 2.000000 3.393770
96.611971 19.037577 0.000000 4.498773
87.938356 21.667797 3.000000 5.316043
108.962019 17.389001 1.000000 3.819573
98.060466 13.839943 1.000000 4.644245
109.463512 21.866427 1.000000 4.784248
109.783445 21.595615 1.000000 6.318502
132.458737 20.799141 0.000000 1.529114
102.679424 17.469951 0.000000 5.433991
112.255814 20.443958 1.000000 8.679479
113.207086 25.104507 0.000000 2.330798
113.835249 21.212253 0.000000 8.361643
94.646098 20.249322 1.000000 7.457003
105.870166 23.401312 0.000000 2.749552
108.128493 18.515646 0.000000 4.271602
78.710181 15.558690 0.000000 6.541800
99.843954 21.717851 0.000000 6.932512
87.295821 19.856392 1.000000 6.014717
105.375639 20.654817 1.000000 6.935895
104.961983 17.329452 0.000000 3.843318
134.803229 22.325819 2.000000 1.415821
101.147343 26.401226 0.000000 6.063867
98.697127 18.046441 1.000000 5.678433
95.458598 22.974959 2.000000 5.712387
93.124315 21.767660 1.000000 7.253858
97.899869 18.259080 1.000000 3.528977
116.190187 14.951204 3.000000 7.210670
83.564986 16.484445 2.000000 6.580820
94.792339 17.699775 0.000000 2.479177
123.592626 22.376944 1.000000 1.994125
98.386574 14.888825 2.000000 2.817488
103.591233 16.805160 0.000000 7.752954
81.378943 24.868138 3.000000 3.941425
56.587161 22.781998 1.000000 4.830160
101.860376 15.691764 1.000000 6.160806
101.937104 22.805119 0.000000 5.834208
78.755198 10.585439 0.000000 5.951104
98.102181 17.661544 2.000000 2.131189
125.296345 18.769721 0.000000 4.488755
134.788671 23.508162 1.000000 2.251686
85.415670 20.322804 1.000000 3.277734
90.327516 21.917320 0.000000 6.844070
101.698866 18.244280 3.000000 3.228481
102.583100 24.888561 0.000000 6.403638
70.673453 26.011780 0.000000 5.120834
96.669773 20.499444 1.000000 2.229875
109.049461 19.730889 2.000000 0.880102
110.950733 16.556418 1.000000 4.098305
102.935552 24.141827 2.000000 5.475099
89.514848 21.560487 0.000000 7.368525
107.272796 21.297109 2.000000 3.392926
101.782722 20.069204 2.000000 4.822151
89.642715 24.576937 0.000000 5.150803
101.551505 23.780076 1.000000 8.418567
91.784591 17.888121 0.000000 4.001701
94.837105 19.858828 1.000000 3.045202
112.996633 24.086230 0.000000 7.439471
92.952877 24.126406 3.000000 2.991668
96.680241 19.590592 1.000000 5.447793
85.417083 16.154737 0.000000 1.490933
140.273770 22.492138 0.000000 4.449745
111.697552 20.656355 0.000000 4.089352
76.455088 21.896018 1.000000 8.443608
93.448642 17.983145 2.000000 6.355466
108.737529 19.761025 0.000000 1.608307
108.132199 15.939245 0.000000 5.513760
109.809848 21.604560 2.000000 6.085416
96.656957 16.624256 2.000000 3.118435
98.405896 16.990851 0.000000 7.021135
93.603505 18.996708 0.000000 5.156306
129.326136 19.949428 0.000000 1.412397
109.510046 20.973289 3.000000 5.668615
113.255365 21.593202 1.000000 5.038770
102.110986 15.497997 2.000000 7.023643
127.728432 25.537895 0.000000 4.229671
82.919542 17.451529 1.000000 1.879043
130.916586 18.916209 1.000000 9.370611
95.650242 19.114796 2.000000 6.198067
76.431356 18.397788 1.000000 4.670185
108.528537 15.562979 0.000000 3.849915
123.033825 14.480797 1.000000 4.137434
109.334124 20.623800 1.000000 2.570643
98.880640 18.259754 0.000000 4.502860
106.348912 22.258975 2.000000 0.999381
86.405158 22.675559 4.000000 4.334384
110.370296 18.921247 1.000000 4.136104
86.165038 16.956494 2.000000 2.028701
86.236043 19.078312 1.000000 3.706323
119.275159 22.469334 1.000000 2.051437
107.895080 21.789095 1.000000 8.906939
90.164550 20.434620 1.000000 3.109564
113.769934 19.896593 0.000000 1.308813
95.810308 23.831748 2.000000 8.139609
67.817066 19.731413 0.000000 3.434702
78.650368 17.581024 1.000000 2.587585
112.134580 19.068200 1.000000 7.540096
86.129684 15.963020 1.000000 3.003610
59.226082 19.050322 1.000000 1.660128
82.050704 20.592699 0.000000 3.346977
86.451139 22.605330 4.000000 6.387926
105.427064 21.684455 0.000000 4.933612
82.830928 20.780944 3.000000 5.944636
129.916040 18.508073 3.000000 4.318058
89.795695 17.303255 2.000000 3.017042
77.613533 19.327061 1.000000 4.238452
96.663415 10.949918 4.000000 3.950130
106.287912 15.552070 3.000000 2.255048
109.579361 15.362953 0.000000 3.602120
105.635166 18.920523 0.000000 1.374383
117.106807 19.094543 0.000000 2.809242
91.034498 12.254898 2.000000 4.989270
87.262740 16.914272 1.000000 5.523576
102.007021 20.781585 0.000000 2.349638
88.307325 16.830048 1.000000 2.806827
84.908131 21.239149 3.000000 5.983345
123.361579 14.301828 5.000000 5.369204
90.671887 22.846161 1.000000 2.761911
91.870166 17.972559 1.000000 5.705574
95.241392 19.114759 1.000000 2.487477
115.570562 20.186822 0.000000 2.344133
109.107792 23.485206 0.000000 3.031170
104.845178 18.779438 1.000000 5.063664
101.693686 21.284414 3.000000 4.129851
115.295802 21.242890 1.000000 4.812730
128.210341 20.527341 0.000000 2.543505
97.933470 21.469795 1.000000 4.558029
110.477691 19.838374 0.000000 1.669957
83.502278 16.567013 0.000000 7.115383
86.621952 21.740628 0.000000 3.026311
69.029904 27.632625 2.000000 2.532696
79.245232 22.949107 1.000000 5.215289
69.562462 25.245174 2.000000 1.078513
115.756888 20.809495 0.000000 7.688706
73.035025 18.297922 1.000000 5.116907
61.330119 16.334887 1.000000 4.335822
113.987956 17.172706 0.000000 3.072949
91.004556 17.884664 1.000000 1.654656
96.457596 24.854565 0.000000 2.991343
112.372139 21.798633 2.000000 5.318209
88.365313 20.006661 1.000000 4.524247
120.384233 20.581145 3.000000 7.068566
119.461577 23.017434 1.000000 5.352244
103.164711 15.739339 0.000000 1.329512
108.852133 23.910672 1.000000 2.764473
120.202442 18.534782 1.000000 3.580528
108.793571 14.418680 1.000000 7.361472
104.207644 22.190682 0.000000 2.662619
96.821139 25.069489 0.000000 4.706209
93.084022 25.581081 0.000000 5.371537
89.724194 19.215711 1.000000 4.675601
86.940230 16.807749 2.000000 3.602136
85.083929 18.814728 1.000000 3.817368
109.844445 25.387996 2.000000 3.826483
112.632232 17.986580 1.000000 1.802253
84.026018 18.310354 2.000000 3.231461
81.050269 19.106960 3.000000 2.420643
94.033357 18.076371 0.000000 4.672866
75.015818 21.466175 0.000000 3.658168
95.539463 21.585327 1.000000 2.942750
105.547298 14.772775 0.000000 4.847768
114.539173 15.314680 0.000000 4.465041
102.793711 19.424313 2.000000 5.667956
124.769084 15.824254 1.000000 6.997516
104.074958 24.918067 1.000000 4.054982
114.971384 16.700765 1.000000 6.471116
127.251776 19.678345 2.000000 3.029842
127.024413 20.394900 1.000000 3.211053
102.100070 25.808353 0.000000 1.585446
86.232862 19.383012 0.000000 3.842414
88.570377 18.927506 1.000000 4.471489
62.145703 21.513929 1.000000 3.092677
92.380309 13.819343 0.000000 5.407943
113.346367 23.519802 0.000000 0.578691
78.645535 17.097347 0.000000 4.549051
112.066338 19.668809 0.000000 4.329948
100.463664 21.156561 0.000000 6.280896
134.705250 18.521504 2.000000 4.186742
85.808183 19.938841 1.000000 6.280592
93.477765 20.298309 1.000000 2.849101
90.459311 20.934783 2.000000 1.428012
93.373319 20.065933 0.000000 7.570426
95.561663 19.058062 2.000000 2.120106
123.536680 17.759557 1.000000 5.055491
97.886962 18.804976 0.000000 2.468769
118.565147 21.354987 1.000000 2.629612
91.622256 24.439357 2.000000 3.999048
86.914687 20.254610 0.000000 8.152561
91.191073 21.485202 2.000000 6.162777
109.407169 16.857258 0.000000 4.817441
125.665246 24.356657 1.000000 1.917064
95.290230 15.578272 2.000000 3.775857
90.408958 19.446455 2.000000 1.534493
76.059056 19.746966 0.000000 4.714003
113.703183 23.028612 2.000000 4.838515
97.793368 20.817626 0.000000 3.961698
93.159873 16.020060 0.000000 4.165094
92.527859 19.988594 1.000000 7.103816
100.624634 20.916826 1.000000 2.910603
103.342860 18.792290 0.000000 1.711959
98.765414 17.256959 1.000000 2.323561
95.616732 24.465711 1.000000 5.590081
121.511803 21.795561 0.000000 2.396535
100.531666 26.688553 1.000000 0.845853
125.948477 21.257024 0.000000 7.555783
123.651233 16.397339 1.000000 2.894828
79.821312 20.592705 0.000000 4.962537
59.023327 23.982617 2.000000 1.141199
137.632723 19.273270 2.000000 5.928432
78.838232 17.634374 1.000000 4.856314
105.432964 17.450391 0.000000 2.319117
93.373795 25.250104 0.000000 7.062038
78.840260 21.556309 1.000000 1.868846
106.104018 17.270896 1.000000 1.353738
90.441654 21.331282 0.000000 8.059185
99.744008 23.514609 1.000000 2.384484
85.421599 21.287023 1.000000 4.112421
111.901747 12.392988 1.000000 1.645650
112.403926 16.481136 1.000000 2.885805
89.210115 19.754897 0.000000 6.212864
89.686158 14.528696 0.000000 5.756553
75.807518 17.462506 1.000000 1.456709
116.508015 20.108949 0.000000 1.716917
105.574705 20.725897 2.000000 8.594680
75.624284 25.396913 3.000000 0.441458
126.176648 19.971527 2.000000 3.914136
133.841683 20.146040 2.000000 4.015087
74.995182 25.342826 0.000000 2.356171
82.692114 18.691587 0.000000 3.078698
76.156112 20.245217 3.000000 3.502513
113.595106 26.148166 2.000000 2.014640
94.774943 19.382053 1.000000 5.211595
116.657727 18.213420 1.000000 6.173008
110.280257 17.125186 0.000000 4.572584
78.884563 21.958493 1.000000 4.593297
105.877630 16.803352 0.000000 5.101447
122.456318 25.485786 0.000000 6.233312
109.228814 23.539528 2.000000 4.853695
103.715001 21.103498 2.000000 8.089705
82.404116 24.841566 1.000000 7.099914
96.957856 21.711580 1.000000 2.371405
123.691523 20.965591 1.000000 5.276404
114.692158 18.406537 2.000000 2.649272
100.002402 15.043293 2.000000 3.178432
124.901287 17.001776 0.000000 8.660011
92.115992 21.302111 0.000000 2.379144
79.550313 15.669844 0.000000 3.478614
111.914836 20.738619 2.000000 1.181373
103.186473 17.959975 0.000000 4.518486
98.751778 15.289375 0.000000 4.327892
119.449155 14.623716 1.000000 5.260402
89.423017 19.349612 1.000000 2.379135
97.518387 18.948779 3.000000 0.877193
111.709598 20.266631 3.000000 2.300908
95.454689 23.771373 1.000000 6.709444
77.787928 21.661663 1.000000 4.338250
87.012814 17.363359 1.000000 7.371072
118.124982 23.169222 0.000000 6.308053
108.938655 17.590863 0.000000 5.909226
117.332659 22.562944 3.000000 1.271178
90.752013 18.252791 1.000000 6.341387
96.775722 16.042995 2.000000 3.106788
85.562654 20.046947 0.000000 3.907181
104.845025 16.893962 0.000000 5.295560
86.019618 22.768963 0.000000 2.061135
118.333328 20.084935 0.000000 2.898883
113.457277 18.120367 0.000000 0.615735
97.875454 19.345252 1.000000 3.169416
101.182491 20.061498 1.000000 5.621601
109.826199 15.169918 1.000000 4.480191
99.677316 18.376189 1.000000 2.404154
100.469616 15.741000 0.000000 2.989865
104.398443 17.800910 0.000000 4.158641
105.415604 24.037230 0.000000 3.985369
77.537276 20.949790 1.000000 3.152484
100.495196 24.298925 2.000000 2.571571
97.682381 18.741348 0.000000 5.515038
95.311566 16.584895 2.000000 6.034208
115.476096 20.121114 0.000000 4.443765
118.846607 20.687714 3.000000 6.147649
84.973923 21.106230 1.000000 6.417910
120.481079 19.301335 3.000000 8.549730
131.842414 24.338516 1.000000 5.418116
99.824557 20.418281 2.000000 3.028098
79.395795 18.715665 0.000000 9.078086
92.635053 14.123885 1.000000 7.077398
88.788960 23.263228 1.000000 7.739307
87.179608 22.539372 0.000000 6.170585
100.496542 21.304684 2.000000 2.989601
115.767151 25.982996 2.000000 7.088417
70.072586 18.353420 0.000000 3.255404
101.194824 21.692487 1.000000 5.954204
111.120902 21.273352 0.000000 6.168112
77.886803 18.914718 1.000000 5.653273
94.764545 19.211146 1.000000 5.037690
83.724647 15.652691 1.000000 7.102748
83.599301 21.263442 0.000000 2.203582
66.584951 20.050808 1.000000 2.682338
107.473959 23.527567 1.000000 2.879806
74.466740 19.229446 0.000000 4.474771
109.606675 21.186392 0.000000 4.593503
82.034511 22.361455 1.000000 4.809207
85.822424 26.169274 0.000000 3.493463
94.283879 19.967153 2.000000 3.861681
98.576808 14.750168 2.000000 4.854997
82.285732 22.576182 2.000000 6.715346
84.934972 18.945015 1.000000 5.502142
135.685759 18.499257 0.000000 9.096022
99.933797 19.509067 0.000000 7.327815
98.772006 20.895131 1.000000 3.654877
97.546946 21.416537 1.000000 8.440938
117.375737 18.560606 4.000000 6.386150
89.954043 21.328633 0.000000 2.275567
105.702882 21.485623 1.000000 6.249620
74.336710 23.153506 1.000000 2.364745
86.595195 16.666798 1.000000 4.495245
95.057881 27.878361 1.000000 5.683794
99.966667 13.745990 1.000000 1.690766
107.900024 16.744086 3.000000 2.315391
81.001402 14.649815 1.000000 6.582925
108.355326 22.072098 1.000000 5.683566
105.743887 20.534654 1.000000 7.789675
101.775493 17.103161 0.000000 5.692162
92.611189 23.515427 1.000000 4.400355
88.845796 22.437360 4.000000 0.231333
137.478799 20.784959 0.000000 2.370154
93.896847 20.978658 1.000000 3.729450
138.182861 18.130571 2.000000 1.586516
111.850853 21.936933 1.000000 5.883243
94.653042 18.640604 1.000000 3.154126
114.813440 19.521590 0.000000 3.557098
90.332174 25.393853 1.000000 1.118376
98.043142 21.824878 0.000000 5.470022
85.512436 20.110286 1.000000 1.065086
66.288954 19.099642 2.000000 3.346282
104.230113 21.249678 0.000000 4.054755
83.167398 19.567287 0.000000 3.614901
117.750384 18.999387 0.000000 2.499752
132.351028 18.205853 4.000000 1.960999
95.190183 20.395783 0.000000 3.484908
95.125983 19.527482 0.000000 4.099684
107.718012 24.076687 1.000000 5.132468
95.824493 15.044732 3.000000 1.539619
96.004267 21.492716 2.000000 6.160302
99.082226 21.589511 0.000000 5.558254
88.772362 23.080740 1.000000 4.777166
95.393769 16.918705 0.000000 6.350119
104.967394 17.169327 1.000000 7.578746
108.948871 17.171687 0.000000 8.086271
80.282012 20.029102 2.000000 6.417338
114.473804 20.782898 3.000000 3.946884
88.720006 19.212296 1.000000 5.839534
98.059239 22.028623 0.000000 4.673387
92.368556 17.165372 0.000000 5.846471
123.696198 18.799187 0.000000 7.751825
93.549486 17.693830 1.000000 4.086372
101.480435 12.810573 1.000000 6.236652
82.043232 20.061673 0.000000 2.233693
109.063270 28.273195 0.000000 2.278545
94.200041 13.785372 1.000000 3.448340
91.476441 22.162213 1.000000 7.814187
119.159604 20.881663 1.000000 2.175248
70.387587 24.239962 1.000000 4.885616
94.214251 15.980075 2.000000 7.144188
74.004036 16.723149 0.000000 6.592582
106.857363 20.315129 4.000000 3.341139
78.911233 16.902129 0.000000 2.547947
107.523554 17.743848 0.000000 4.953787
100.864315 18.779730 1.000000 6.006161
121.698991 25.578150 3.000000 6.036601
88.852787 19.407276 0.000000 8.087530
116.791769 21.945227 2.000000 3.248660
69.900835 16.743223 0.000000 4.922814
87.467403 21.652235 1.000000 7.322249
100.615170 21.109767 0.000000 1.744342
119.561280 23.635883 2.000000 3.201714
94.708297 19.490829 0.000000 8.668235
81.470298 16.796239 0.000000 5.557160
83.324196 20.526577 2.000000 6.079096
117.598376 18.182154 1.000000 3.150990
111.601908 19.029039 0.000000 6.070404
104.213850 24.439241 0.000000 1.112842
83.503771 11.359859 0.000000 0.483625
89.651314 21.541056 1.000000 7.273387
74.428327 19.034138 0.000000 6.031399
109.922532 17.304263 0.000000 4.110174
113.649177 23.089277 1.000000 7.163312
81.832647 23.072830 0.000000 8.984311
119.630259 15.671331 1.000000 3.154117
83.627837 19.366004 2.000000 6.042485
95.861627 21.125739 0.000000 3.301959
84.868303 19.803911 3.000000 2.859280
74.936704 20.106814 0.000000 2.957232
107.176441 14.422563 3.000000 6.054215
103.314195 16.727715 1.000000 2.270208
96.826735 19.278799 0.000000 2.618614
90.925595 15.549239 1.000000 5.188495
83.744376 16.975104 0.000000 4.368517
108.031427 14.369111 0.000000 4.308352
111.207051 20.117421 2.000000 4.199215
105.372504 14.949151 0.000000 1.096122
79.191542 17.474783 0.000000 1.795123
111.784528 25.172093 2.000000 2.714365
87.004152 19.554081 2.000000 2.921832
122.987287 19.232554 0.000000 5.346801
105.309868 27.847655 0.000000 1.474761
80.434747 15.737068 4.000000 6.517887
89.852790 15.569736 0.000000 1.583339
93.205858 23.808999 0.000000 6.104741
89.930710 17.925692 1.000000 2.581482
74.991093 21.120370 1.000000 2.444887
130.430805 19.093171 1.000000 6.932206
78.735623 25.212176 0.000000 6.979616
73.196457 20.489902 0.000000 4.743515
103.948256 19.920734 3.000000 8.638281
92.145704 22.385608 0.000000 5.665694
93.672687 17.297687 0.000000 8.472537
92.747156 20.937372 2.000000 3.981612
101.557699 17.290645 1.000000 1.822921
105.143879 21.682050 1.000000 2.252571
109.717729 17.320882 0.000000 4.194946
106.390060 11.507448 0.000000 2.095151
88.726881 24.813383 2.000000 3.385289
121.722400 18.413627 1.000000 4.885017
109.130377 13.736312 0.000000 8.382302
102.136464 16.911756 3.000000 4.489738
116.407152 26.650007 1.000000 4.643649
107.811931 20.618508 1.000000 4.235992
83.587090 19.852487 1.000000 4.949032
90.382770 17.852475 1.000000 3.555697
99.304919 25.836153 2.000000 8.694901
99.039008 23.966694 1.000000 6.770739
81.882911 20.219206 2.000000 3.318777
90.723814 28.596137 1.000000 2.920613
113.568404 20.876785 0.000000 5.489609
79.780474 16.834249 1.000000 5.600505
67.806171 14.181100 0.000000 3.852524
103.271119 15.372053 2.000000 5.099604
87.780521 17.558365 1.000000 9.310066
94.934725 18.043494 0.000000 2.214402
91.649617 18.218240 3.000000 3.191741
75.769752 17.981355 1.000000 2.181022
112.280506 19.630266 0.000000 7.346814
88.289750 11.594561 0.000000 4.697396
88.925026 22.419166 1.000000 5.114971
103.601414 12.678953 1.000000 6.338503
89.722227 20.716767 1.000000 1.726261
68.987177 14.885096 0.000000 2.923927
82.263451 23.781663 0.000000 5.319928
136.970458 20.516988 0.000000 7.992660
94.038349 17.985301 0.000000 8.600274
76.474806 20.317820 1.000000 1.635232
106.974140 21.408025 0.000000 7.291721
87.529703 13.420668 3.000000 3.933861
88.238105 21.366060 1.000000 3.778152
75.015807 20.131669 1.000000 1.687953
126.026787 14.254520 2.000000 4.413822
102.177413 21.983579 1.000000 7.654008
117.400191 21.534606 2.000000 2.201519
94.785724 25.832164 2.000000 3.358735
104.248646 19.632520 1.000000 4.837743
115.736985 20.144130 2.000000 0.269486
92.619174 15.618718 0.000000 3.905145
124.922283 18.167544 2.000000 6.937733
96.434700 20.321556 0.000000 4.411827
111.331636 20.790744 1.000000 7.386891
104.508790 21.851179 2.000000 2.832352
65.108990 21.883689 1.000000 5.306418
119.391086 16.031212 1.000000 3.448764
117.909943 23.086236 1.000000 3.055067
121.585377 21.834114 1.000000 3.708919
107.762975 18.101138 1.000000 8.891308
120.515581 23.346668 2.000000 5.747827
103.665454 23.553173 0.000000 4.447256
104.477690 21.315097 0.000000 2.384881
102.190479 20.124803 1.000000 6.205086
82.069071 19.195060 1.000000 3.782394
93.056463 12.787095 2.000000 5.991275
100.391175 16.025950 2.000000 2.334687
112.714921 19.957351 2.000000 2.148754
115.457313 18.939337 1.000000 1.641761
112.509855 21.102534 1.000000 3.799291
113.994301 24.867952 0.000000 0.267751
111.597627 27.294311 1.000000 3.451144
108.339210 21.093433 0.000000 6.244247
113.697539 18.005240 0.000000 3.013532
113.908596 19.931312 2.000000 3.280509
104.178196 21.058852 1.000000 5.174688
120.319251 17.407472 2.000000 4.996845
105.381424 21.487343 0.000000 3.541487
107.065594 22.055222 1.000000 7.978121
83.466636 15.482541 0.000000 4.858222
100.527388 21.290824 1.000000 4.163878
