# Radius Velocity Satellites Factor
87.166481 17.566488 7.000000 4.086537
94.879184 24.289379 9.000000 3.714052
70.261229 24.852930 4.000000 4.401969
63.164156 23.880444 4.000000 1.591571
75.041023 18.942880 1.000000 3.029606
101.827388 17.850091 2.000000 4.960616
87.485772 21.638421 4.000000 2.716276
72.125909 20.738077 7.000000 4.782988
78.945913 21.440801 2.000000 6.403059
107.601876 23.340915 2.000000 7.416091
103.154594 24.632817 4.000000 6.618100
63.538775 21.827519 7.000000 3.384003
107.772887 23.546903 7.000000 3.315805
73.589753 22.289283 3.000000 1.474800
104.632373 22.630145 4.000000 1.597529
96.907927 18.482415 3.000000 1.798859
40.658246 22.960483 2.000000 7.434368
94.836092 20.622782 5.000000 6.044461
108.054107 21.353074 0.000000 8.441195
83.339812 23.253041 4.000000 2.043118
131.619282 21.674495 3.000000 5.060366
81.086303 21.032982 4.000000 4.724067
78.428111 17.507205 4.000000 4.307315
53.280859 18.733019 1.000000 6.076564
81.064399 22.032626 2.000000 7.458006
86.953543 18.905640 2.000000 3.264635
66.959143 19.927125 6.000000 4.545242
41.167289 19.107944 5.000000 3.122828
80.014113 21.448170 2.000000 0.801720
83.088141 20.789251 5.000000 2.652108
89.200648 17.752343 9.000000 4.894386
95.003533 20.113630 0.000000 4.500234
85.299438 20.043403 1.000000 4.371822
91.302555 24.433465 4.000000 2.897500
121.946890 19.833884 8.000000 3.518654
105.075392 22.187478 2.000000 3.204266
39.966953 21.281299 8.000000 5.133301
107.952362 20.760848 6.000000 5.270725
123.085286 19.650464 7.000000 1.348765
87.616397 21.653754 2.000000 3.650939
84.534856 19.574427 4.000000 7.512325
99.995847 18.827721 3.000000 4.415066
81.233906 20.206079 3.000000 5.277356
114.486630 16.820411 3.000000 7.764551
36.497912 21.161984 3.000000 4.706138
86.165972 20.187000 2.000000 1.551719
124.971735 22.541162 5.000000 6.402040
85.895461 19.081898 5.000000 3.679693
103.449802 20.932173 4.000000 2.711875
65.016080 22.008696 4.000000 4.061360
98.245332 22.903113 7.000000 1.971723
79.464884 22.575636 2.000000 1.913663
82.867020 21.728193 2.000000 8.117743
88.375632 20.302786 6.000000 5.025777
94.752648 18.219085 2.000000 9.312499
93.175117 21.761156 3.000000 0.982285
83.343140 17.182291 2.000000 2.469957
92.550204 18.746889 9.000000 3.700280
90.247008 18.664633 2.000000 5.287824
95.781056 23.803099 2.000000 3.920738
122.003089 22.435422 4.000000 3.274439
84.256504 19.284897 1.000000 5.225607
128.643568 17.459006 2.000000 5.008868
76.986096 16.110542 6.000000 2.798942
89.727615 21.810488 6.000000 4.900487
41.575006 17.464184 2.000000 5.368788
49.967925 20.361496 4.000000 2.089294
101.128591 22.971836 5.000000 2.606366
80.064312 19.577737 4.000000 6.285169
125.868374 20.352907 3.000000 3.282751
70.761577 19.957483 2.000000 8.831350
67.065684 19.811482 4.000000 5.897670
66.102517 23.898190 7.000000 6.492354
76.365773 18.388730 0.000000 4.312122
68.703476 20.264156 0.000000 2.945466
104.940502 25.905080 2.000000 4.433322
94.762375 22.078442 2.000000 4.102914
93.370593 22.294371 2.000000 3.141904
88.316539 17.001872 1.000000 4.607812
85.913954 23.111243 4.000000 4.755615
102.013846 21.396138 1.000000 5.292798
77.362764 22.918694 4.000000 1.761849
118.920578 19.619695 5.000000 5.993890
91.489865 20.093093 3.000000 5.952902
110.156290 20.940211 2.000000 7.383263
124.056723 20.255170 5.000000 3.882525
99.460219 21.493817 3.000000 0.432369
63.482738 17.515007 3.000000 4.039164
113.803702 22.236781 5.000000 3.348462
67.135369 22.695005 3.000000 2.166510
94.733414 23.540793 3.000000 3.163268
102.602544 20.547471 2.000000 6.681741
70.640171 21.256641 3.000000 6.022077
92.080419 20.770819 4.000000 3.986233
87.249741 15.727935 10.000000 2.890747
59.989418 20.907842 5.000000 8.545261
94.753342 19.867494 3.000000 4.117307
97.017223 19.831098 2.000000 4.472301
93.139359 22.156303 5.000000 7.087983
65.517432 20.620484 3.000000 6.108496
66.356795 18.548996 7.000000 3.231854
121.919021 21.340686 6.000000 4.836812
99.664504 19.711356 3.000000 0.699553
102.684908 18.256172 7.000000 3.619791
88.811166 18.508313 4.000000 3.961933
60.322222 19.215203 3.000000 4.833927
123.845251 21.629317 7.000000 8.517627
66.837498 20.693664 4.000000 4.906715
109.862625 20.447031 2.000000 3.109874
73.366588 22.203037 9.000000 4.092516
62.961372 20.236826 3.000000 3.958024
68.563230 23.348620 3.000000 5.678815
85.525478 22.034056 7.000000 7.354597
76.322892 18.735689 3.000000 3.318742
99.664041 19.310758 3.000000 4.076395
62.455597 24.214077 5.000000 5.721586
89.372675 19.667567 4.000000 1.476402
68.013423 20.260731 2.000000 3.257957
59.993270 21.258965 7.000000 1.714070
83.245166 25.142140 4.000000 4.264830
112.513234 21.224807 3.000000 5.216839
115.104112 22.735085 2.000000 2.976068
59.704858 20.060788 6.000000 8.144777
78.267496 20.046002 5.000000 5.898936
87.445843 22.366841 3.000000 1.988411
80.559933 20.471436 4.000000 3.003934
79.852972 18.753800 7.000000 4.130353
144.827658 19.011025 5.000000 3.678795
41.394888 23.620208 7.000000 5.597288
124.300171 19.332137 7.000000 5.106639
82.318022 25.440332 4.000000 3.204745
90.449074 19.964771 7.000000 0.592155
97.911285 22.110536 5.000000 5.340428
87.914868 20.980270 1.000000 2.870147
70.463168 20.145449 4.000000 7.096415
117.239959 22.857863 5.000000 7.722544
89.579269 21.380402 5.000000 4.791250
35.875871 20.543610 2.000000 5.714138
93.591921 18.988771 3.000000 4.375652
123.737709 20.360640 3.000000 1.581913
78.368251 18.327089 4.000000 8.428936
98.386106 24.155811 2.000000 4.845869
84.375213 22.855987 4.000000 4.620466
102.086735 23.001959 8.000000 1.838365
90.105519 16.768919 6.000000 4.611710
82.640177 18.671001 3.000000 0.683380
78.950925 22.206835 6.000000 5.010176
118.984095 24.154714 6.000000 0.967141
96.344212 22.806482 4.000000 3.303772
87.290751 17.442018 5.000000 2.319529
100.173825 20.439798 6.000000 6.646315
49.405458 21.184795 7.000000 6.195972
67.953672 25.465762 8.000000 3.051112
89.724875 19.987308 1.000000 2.222663
133.554520 21.092915 4.000000 4.995938
56.430316 22.436389 4.000000 2.700484
104.202201 25.383127 5.000000 4.688703
111.655567 17.691816 3.000000 5.617524
91.694095 24.531315 2.000000 3.556197
75.206440 23.294598 3.000000 7.169286
64.198687 21.981731 3.000000 0.720495
82.102725 20.856498 4.000000 7.454308
80.179900 26.196766 3.000000 4.977660
69.960861 19.550103 4.000000 2.298775
108.777757 21.349847 3.000000 3.314802
72.763531 19.714203 3.000000 1.340959
75.888872 24.740564 2.000000 0.808160
111.592990 24.224266 2.000000 2.937535
93.494825 21.171023 4.000000 3.802664
70.052093 22.667292 3.000000 5.800308
127.825915 22.383709 8.000000 1.080503
75.500893 18.375528 4.000000 4.997843
97.724977 17.357449 4.000000 2.885331
90.611861 19.149658 4.000000 4.093103
91.197523 22.904075 4.000000 7.030295
72.585047 24.719468 3.000000 5.745068
74.134982 24.952096 8.000000 9.504265
106.613688 20.671233 6.000000 7.069631
150.259771 23.567033 4.000000 9.286679
58.893469 19.743725 4.000000 6.912102
115.126532 20.232612 1.000000 4.551548
87.815873 19.285026 3.000000 3.525894
70.072408 18.923565 3.000000 7.096869
47.540732 20.666883 5.000000 3.752064
76.198274 22.277457 9.000000 2.587646
73.578547 19.550481 5.000000 3.777444
106.991660 22.417298 6.000000 8.871526
73.888033 21.383491 2.000000 6.395506
59.301870 21.733264 8.000000 1.952272
77.226647 21.458237 3.000000 5.355188
98.234128 22.938708 4.000000 6.267379
97.776304 19.743978 3.000000 3.290874
82.730039 20.964723 0.000000 2.014543
127.515004 19.398117 7.000000 4.227935
77.288259 17.298359 4.000000 2.001730
83.130954 23.071987 4.000000 7.145891
113.882173 23.601175 4.000000 1.813859
71.249852 22.690593 4.000000 8.777547
91.903381 20.787289 7.000000 2.534003
109.067404 16.889398 3.000000 1.948029
96.093372 16.629429 7.000000 3.144958
44.772293 21.514922 3.000000 3.828183
108.431350 23.301575 4.000000 2.693446
115.067783 20.862386 7.000000 3.958903
109.028140 18.066000 1.000000 1.324074
64.636879 22.294133 2.000000 0.993931
94.800111 19.812847 3.000000 2.646081
69.118377 20.015486 1.000000 5.609227
142.120017 17.707983 3.000000 2.311430
73.789914 24.105609 1.000000 6.121520
77.292726 22.356549 5.000000 6.621044
93.418839 20.377405 3.000000 1.518122
64.481200 20.723294 2.000000 3.537053
91.201672 19.527890 2.000000 5.652642
45.419565 20.605681 4.000000 2.586080
93.239311 24.177992 3.000000 7.249079
106.930447 20.938765 2.000000 0.321690
88.517192 19.429563 4.000000 1.211631
79.621572 21.609678 6.000000 4.332399
85.686583 21.517553 6.000000 4.847064
81.720700 21.875574 3.000000 4.650418
86.681686 23.983744 4.000000 2.288329
80.831795 17.870428 7.000000 6.523919
93.245690 21.188791 8.000000 2.866035
117.864804 19.599676 3.000000 3.005388
57.047268 22.779662 5.000000 5.310532
73.805921 20.331724 6.000000 7.786942
65.512812 18.601756 3.000000 9.020377
95.593920 22.755471 5.000000 5.549383
95.787978 18.897111 5.000000 6.060565
126.334684 23.465446 0.000000 6.597663
101.284245 21.846054 7.000000 0.979021
104.189273 21.179351 4.000000 9.003132
90.515338 19.845512 7.000000 3.543939
72.077817 24.001624 4.000000 1.709995
100.937948 22.427229 7.000000 1.101077
72.408336 22.843445 1.000000 1.436931
86.105906 22.174398 7.000000 4.661009
91.738739 23.609845 3.000000 2.054350
123.734118 22.582480 0.000000 5.858249
108.534870 19.749133 3.000000 3.289138
80.070654 22.422597 1.000000 2.563130
64.462471 22.118609 5.000000 0.264978
75.794653 21.511532 1.000000 1.246804
146.338427 21.457141 6.000000 1.534211
112.483333 21.081010 1.000000 6.555128
91.169417 24.603748 4.000000 5.170559
69.427267 20.244453 6.000000 4.069848
93.091774 23.827174 3.000000 0.733675
50.925321 20.750179 3.000000 3.000276
85.799086 19.989618 4.000000 3.521238
105.824995 21.298220 8.000000 3.297361
86.024995 18.406890 4.000000 8.126043
106.683403 17.324685 3.000000 5.312568
77.059351 19.577656 6.000000 4.495423
127.108280 23.375331 6.000000 3.144312
118.993600 22.051586 4.000000 8.064375
100.091305 21.016278 1.000000 5.599244
95.650266 21.894850 1.000000 4.173573
77.971226 25.617557 6.000000 3.502926
56.515568 20.545325 5.000000 3.295508
94.353542 21.811313 6.000000 2.319231
82.235384 20.542951 5.000000 2.592928
101.346595 21.008643 3.000000 1.857994
92.376412 19.251729 1.000000 5.050275
71.847405 20.264862 7.000000 3.048927
113.750990 22.328699 3.000000 6.937732
84.145079 21.665709 5.000000 5.274138
78.935154 26.079979 2.000000 1.429024
83.854675 25.088883 2.000000 2.975706
49.491745 20.174956 4.000000 1.524439
83.845037 17.549105 1.000000 3.034406
103.993007 18.856209 5.000000 7.133772
109.719918 17.571160 2.000000 2.597701
88.885470 21.791502 2.000000 2.421649
93.239659 23.400560 7.000000 7.586874
79.429265 19.169960 4.000000 6.736677
44.931997 19.554948 1.000000 6.189608
63.186558 19.737597 2.000000 4.996894
118.764282 21.918044 6.000000 2.898834
72.914974 17.375791 6.000000 8.017556
104.961734 18.269956 0.000000 1.913752
74.492698 17.924118 5.000000 2.622904
81.424984 21.370816 6.000000 3.899023
67.856227 18.085642 3.000000 1.367525
94.845942 18.774945 3.000000 3.301081
69.057456 18.194667 1.000000 4.012859
82.070502 22.057108 4.000000 6.104348
59.686660 20.856282 1.000000 2.622023
88.171184 20.982619 4.000000 1.275870
83.604670 23.179432 6.000000 1.979901
89.768243 22.874425 7.000000 2.011707
51.958421 19.922507 1.000000 1.204880
97.808188 22.170575 7.000000 9.054929
112.516964 19.498146 1.000000 3.431275
97.838222 20.462407 3.000000 3.618200
98.197507 18.972177 7.000000 4.405848
83.693907 24.147577 7.000000 3.657107
110.959331 19.871869 6.000000 1.275396
86.870928 20.040042 6.000000 2.910271
105.846245 20.884656 2.000000 5.611935
106.195877 20.886128 4.000000 6.355041
79.773081 20.780303 3.000000 4.918819
93.676635 21.417958 1.000000 1.198683
104.379194 25.474277 2.000000 4.318815
121.587355 21.755645 2.000000 4.294243
50.750444 19.955754 3.000000 3.852635
87.505170 22.761312 3.000000 3.183942
74.570530 20.682881 2.000000 7.015261
103.218960 18.377443 1.000000 1.644125
112.524173 21.326626 8.000000 6.621579
116.068935 27.099815 2.000000 2.115068
100.465953 19.240655 3.000000 4.643007
112.578151 19.314993 4.000000 2.266926
81.776010 23.417609 2.000000 2.947719
56.984532 18.145115 4.000000 3.345875
81.423918 21.719271 4.000000 2.491013
84.816211 20.914144 2.000000 2.553595
54.530597 22.459311 3.000000 7.435703
76.557297 22.899493 3.000000 1.406877
87.964013 19.774137 5.000000 4.165683
67.739577 22.698090 4.000000 5.556461
108.383269 19.703682 6.000000 0.779873
110.184457 18.537974 6.000000 1.553092
58.167581 22.461414 1.000000 7.492593
103.745380 22.094135 4.000000 6.235867
83.656402 23.048198 5.000000 2.129692
106.802545 22.139574 4.000000 1.518988
71.692936 22.106752 3.000000 3.147059
68.152459 23.558675 3.000000 6.456572
84.860766 21.202626 2.000000 4.491843
71.163280 17.583503 4.000000 6.225223
89.945407 17.532427 7.000000 5.819805
137.121615 20.136464 0.000000 7.852387
97.650850 19.843636 4.000000 3.052892
75.381368 24.431361 5.000000 3.196918
119.942876 25.849801 3.000000 3.652057
80.346572 21.842353 2.000000 8.670677
79.800077 19.446159 2.000000 6.442874
94.164055 20.307162 5.000000 9.084719
90.978748 24.630249 1.000000 4.392666
119.167300 22.756168 6.000000 3.481281
95.061272 20.114282 3.000000 9.194267
76.597367 22.488378 6.000000 4.000814
69.777215 24.748341 3.000000 3.316409
107.389548 18.717053 4.000000 3.209574
93.380358 19.846778 2.000000 5.916275
96.489023 22.224495 2.000000 2.063082
85.864861 20.235893 3.000000 6.207111
65.734931 22.584118 3.000000 5.943687
89.469338 22.056819 0.000000 6.753230
79.701376 18.838267 10.000000 7.317119
95.199542 25.944003 4.000000 5.383599
95.332758 21.368535 3.000000 6.619099
86.637033 21.438578 4.000000 2.803731
122.787345 23.676922 5.000000 4.066118
95.542341 20.095214 5.000000 5.529673
95.107780 20.999494 4.000000 1.487841
126.318056 20.456662 2.000000 3.474329
86.680068 20.566326 9.000000 2.403642
46.205647 19.155195 4.000000 3.997950
69.831717 21.138132 3.000000 4.157856
117.422874 19.627952 3.000000 3.650047
118.539521 20.709453 7.000000 3.655704
95.713775 19.652537 4.000000 5.344803
65.395612 22.410512 1.000000 4.867044
99.962095 18.322222 11.000000 2.086276
92.808259 25.128018 4.000000 5.106984
74.403249 20.193463 4.000000 0.879504
80.624144 20.599575 6.000000 2.394003
85.964463 21.716009 7.000000 4.409004
118.257248 19.857490 3.000000 0.953494
121.839077 22.125430 5.000000 2.931846
86.097473 18.703327 1.000000 7.019991
97.163700 17.363304 10.000000 9.554277
87.739731 19.086435 2.000000 4.490830
108.735405 18.250261 4.000000 6.800652
72.769900 20.704897 6.000000 2.171249
84.910397 21.886290 3.000000 6.421010
135.668626 24.299290 9.000000 3.274469
127.944823 24.419934 1.000000 2.139504
67.965044 22.959615 4.000000 4.336315
81.984400 20.859539 2.000000 3.551734
124.839213 19.048302 2.000000 4.313974
94.991959 19.365136 2.000000 6.718455
51.493546 23.862660 4.000000 5.830396
99.814837 16.721017 5.000000 6.012621
95.297226 23.281234 1.000000 2.314488
95.377074 18.915310 2.000000 4.227030
113.611667 24.049467 3.000000 3.180326
84.870286 18.240854 6.000000 4.505625
90.327665 23.936968 3.000000 0.798774
105.459067 20.869251 2.000000 2.083196
87.221142 22.924952 9.000000 6.136394
50.156514 20.160453 4.000000 5.875958
102.445756 21.482166 2.000000 0.418445
94.756746 25.568565 5.000000 5.032254
66.382591 21.298653 7.000000 3.490539
78.284343 19.882563 4.000000 6.078799
93.656601 17.796575 8.000000 5.369533
115.376205 23.093985 3.000000 4.622681
110.590408 19.255148 6.000000 1.289499
102.065606 20.855464 1.000000 5.156080
80.385021 20.146717 7.000000 3.017275
61.627026 17.197159 3.000000 1.284651
118.150957 19.437844 3.000000 4.676691
128.826452 17.955926 2.000000 2.903366
86.872173 18.300131 8.000000 4.163874
116.523092 20.516071 4.000000 5.355214
72.246232 18.249318 7.000000 3.994728
79.852267 19.174316 4.000000 4.427779
97.521185 20.319876 2.000000 2.577972
80.025179 24.712717 3.000000 4.628796
70.840264 25.130504 8.000000 2.736627
79.262970 19.381202 4.000000 4.771543
78.494351 22.981480 3.000000 4.167333
70.488670 22.711040 2.000000 2.333953
93.258351 23.770107 4.000000 3.947954
104.608126 23.427402 0.000000 3.175684
80.547978 19.074471 6.000000 5.375599
78.620810 20.048822 6.000000 3.125157
45.409791 20.547553 2.000000 7.701022
126.220608 22.514247 6.000000 7.114638
91.431078 20.620831 7.000000 6.722587
71.046419 21.751672 4.000000 4.281241
96.729606 25.433529 1.000000 1.695573
82.423451 19.655369 6.000000 2.525140
107.662676 23.225289 3.000000 2.832085
113.198838 20.685661 2.000000 5.699985
106.408903 20.803232 5.000000 3.514981
96.983797 17.990707 9.000000 1.969418
96.159621 20.174337 1.000000 5.343786
89.505451 18.320367 4.000000 5.817615
113.001713 23.553843 6.000000 4.838072
59.832735 20.959422 4.000000 4.379516
103.544186 20.630045 6.000000 2.593475
88.338337 20.566300 4.000000 5.890713
98.233384 20.842660 6.000000 4.628801
69.829220 20.052588 4.000000 4.505810
113.246210 22.950300 5.000000 3.529059
61.471052 22.196991 3.000000 4.267402
118.318759 23.519031 4.000000 7.666824
76.698875 23.186014 7.000000 3.737960
61.567698 18.844992 2.000000 2.428660
106.404845 20.117448 2.000000 5.049772
107.204898 18.929260 4.000000 4.968449
97.562002 20.170041 6.000000 5.043697
94.962939 23.589500 9.000000 2.339823
105.376870 18.810378 4.000000 4.204835
99.437973 22.306022 7.000000 1.135543
116.239152 21.684440 3.000000 3.392362
99.608662 26.742192 5.000000 5.243370
103.301370 24.592686 5.000000 8.869150
95.435932 23.167015 5.000000 6.188142
81.344793 24.187341 5.000000 5.029400
126.005815 24.744264 4.000000 4.926745
90.356612 23.228231 3.000000 1.340993
109.540487 21.958017 4.000000 1.375761
83.612323 19.912727 1.000000 7.826874
95.369718 23.359196 4.000000 6.881455
84.329659 20.811215 5.000000 1.330881
88.610717 25.988038 4.000000 5.525131
83.343451 17.854958 2.000000 1.257827
106.317069 23.515606 1.000000 1.429254
82.931859 20.689782 5.000000 4.394610
88.340238 17.070399 1.000000 4.096373
74.566019 20.653375 2.000000 3.151453
94.397838 21.166149 4.000000 5.366436
85.475135 19.442402 7.000000 1.557925
81.516321 18.505439 4.000000 1.048836
90.699124 16.955624 2.000000 4.970971
106.960457 21.641537 8.000000 7.226894
68.884500 24.172491 4.000000 5.004896
84.302240 17.514834 0.000000 3.333321
79.250888 18.107813 4.000000 2.865258
90.080073 20.809974 5.000000 4.901160
117.072456 22.397152 5.000000 2.280794
63.293284 24.118984 6.000000 3.011138
82.663595 19.691536 4.000000 6.266815
129.299999 19.517050 2.000000 1.506066
130.886549 17.483305 3.000000 3.757070
91.927790 22.892779 6.000000 6.671522
48.340498 22.105636 5.000000 3.068472
44.263024 22.405133 4.000000 9.036306
96.715944 21.258683 3.000000 2.351981
77.862669 22.414407 3.000000 5.248647
76.672093 19.474295 4.000000 1.688868
50.829579 22.472906 3.000000 3.887927
110.789807 18.596205 5.000000 3.295925
70.827476 20.725011 4.000000 9.345333
97.235727 21.898553 8.000000 7.061186
67.690165 17.823248 2.000000 0.236402
76.976043 18.983937 4.000000 5.011018
97.688341 21.198073 3.000000 2.190009
80.252032 22.187943 6.000000 3.669462
91.165148 20.438006 5.000000 7.598997
102.820200 20.115039 4.000000 7.116526
90.643223 19.182845 3.000000 6.064050
71.392312 21.055156 2.000000 6.491603
103.505117 17.686849 6.000000 6.603176
91.817979 21.166602 4.000000 3.898306
101.999748 19.737222 1.000000 1.517473
87.117190 20.789624 1.000000 4.448945
92.151144 20.047176 1.000000 7.865982
97.681184 20.544205 2.000000 3.730622
71.512357 19.803267 2.000000 4.387028
68.065919 26.249753 4.000000 3.842279
104.122431 23.097143 3.000000 5.673581
95.034844 23.591269 1.000000 1.365698
52.527379 21.373562 3.000000 9.492363
91.305584 19.155304 3.000000 1.957392
85.534662 17.894433 7.000000 8.149188
59.035200 20.856291 4.000000 4.687609
129.392727 21.894967 5.000000 2.527661
111.986065 19.677775 4.000000 1.332005
108.873321 24.634837 6.000000 3.514527
65.581513 19.059557 4.000000 9.562889
81.417237 20.744210 1.000000 1.982339
111.593977 20.902166 1.000000 4.381396
65.521102 19.145787 7.000000 2.737366
122.661059 20.142085 2.000000 1.530692
57.688379 21.692536 5.000000 4.868621
132.333701 20.390707 2.000000 6.565277
115.507827 19.467858 4.000000 6.400792
96.149127 23.147949 4.000000 4.954508
100.374599 21.043109 6.000000 4.417398
92.467746 19.455440 6.000000 4.693771
124.347136 21.372466 2.000000 4.978612
86.761371 22.822423 2.000000 3.869922
106.225186 23.235527 3.000000 5.952514
66.397781 23.425878 4.000000 6.251426
78.318405 20.008262 9.000000 7.800645
82.211413 22.439290 5.000000 7.776818
63.074875 24.734172 5.000000 6.570311
123.846067 18.854080 5.000000 5.561199
122.160606 19.962895 5.000000 1.913942
102.847337 23.591637 5.000000 5.584806
83.249322 19.464359 4.000000 5.005834
67.357952 18.868328 3.000000 7.482313
102.765454 20.913628 2.000000 7.967609
67.000627 18.811832 4.000000 3.180625
79.584418 19.467133 4.000000 3.576307
97.599862 20.615316 5.000000 6.278680
64.170124 21.864466 1.000000 3.175740
82.894185 18.452979 4.000000 4.793383
84.371415 22.419878 6.000000 8.019237
