# Wavelength Var_Radius_1 Var_Radius_2 Var_Radius_3 Var_Radius_4
4.700999023437500000e+03 1.413763671875000000e+03 1.382952270507812500e+02 5.534913635253906250e+01 3.890068817138671875e+01
4.702249023437500000e+03 1.402970336914062500e+03 1.473398437500000000e+02 6.415377044677734375e+01 3.394433975219726562e+01
4.703499023437500000e+03 1.338533325195312500e+03 1.733992309570312500e+02 6.008480453491210938e+01 2.125368118286132812e+01
4.704749023437500000e+03 1.441795410156250000e+03 1.728434906005859375e+02 4.182086181640625000e+01 3.980376434326171875e+01
4.705999023437500000e+03 1.415077880859375000e+03 1.795376892089843750e+02 5.953963470458984375e+01 3.678539276123046875e+01
4.707249023437500000e+03 1.298854736328125000e+03 1.825001373291015625e+02 5.765652084350585938e+01 6.312287139892578125e+01
4.708499023437500000e+03 1.337099975585937500e+03 1.432850494384765625e+02 5.651335144042968750e+01 6.028463745117187500e+01
4.709749023437500000e+03 1.333375122070312500e+03 1.353919219970703125e+02 4.959125137329101562e+01 4.556644821166992188e+01
4.710999023437500000e+03 1.362151367187500000e+03 1.295085906982421875e+02 6.742887878417968750e+01 3.642744827270507812e+01
4.712249023437500000e+03 1.445959472656250000e+03 1.569121398925781250e+02 5.832950973510742188e+01 4.981756973266601562e+01
4.713499023437500000e+03 1.418863891601562500e+03 1.849687347412109375e+02 6.355057907104492188e+01 2.818483352661132812e+01
4.714749023437500000e+03 1.421911132812500000e+03 1.717346954345703125e+02 5.353407287597656250e+01 4.758435058593750000e+01
4.715999023437500000e+03 1.339685668945312500e+03 1.775011596679687500e+02 4.637617874145507812e+01 4.171755599975585938e+01
4.717249023437500000e+03 1.432036499023437500e+03 1.930706329345703125e+02 7.031822204589843750e+01 5.499745178222656250e+01
4.718499023437500000e+03 1.300999023437500000e+03 1.856568298339843750e+02 6.445458984375000000e+01 4.506156158447265625e+01
4.719749023437500000e+03 1.376416015625000000e+03 1.894975891113281250e+02 4.119273376464843750e+01 3.809761810302734375e+01
4.720999023437500000e+03 1.465902954101562500e+03 1.776279754638671875e+02 5.456951904296875000e+01 4.093331909179687500e+01
4.722249023437500000e+03 1.398713623046875000e+03 1.894725341796875000e+02 5.121384429931640625e+01 3.027143478393554688e+01
4.723499023437500000e+03 1.370948120117187500e+03 1.592025909423828125e+02 5.127178573608398438e+01 3.572078704833984375e+01
4.724749023437500000e+03 1.349527954101562500e+03 1.654903411865234375e+02 6.090232467651367188e+01 3.440278625488281250e+01
4.725999023437500000e+03 1.389118652343750000e+03 1.323359832763671875e+02 7.055889129638671875e+01 2.834208297729492188e+01
4.727249023437500000e+03 1.290798706054687500e+03 1.512048645019531250e+02 6.391999053955078125e+01 2.759611892700195312e+01
4.728499023437500000e+03 1.273718505859375000e+03 1.392163543701171875e+02 5.643690872192382812e+01 2.745906257629394531e+01
4.729749023437500000e+03 1.228753417968750000e+03 1.230107879638671875e+02 5.785830307006835938e+01 2.763510704040527344e+01
4.730999023437500000e+03 1.260235107421875000e+03 1.242895050048828125e+02 4.551074981689453125e+01 2.640235710144042969e+01
4.732249023437500000e+03 1.241030517578125000e+03 1.178539199829101562e+02 4.915123367309570312e+01 2.999889755249023438e+01
4.733499023437500000e+03 1.218903930664062500e+03 1.088810729980468750e+02 4.561423492431640625e+01 2.226667785644531250e+01
4.734749023437500000e+03 1.132888305664062500e+03 1.072549285888671875e+02 5.477985763549804688e+01 2.911477851867675781e+01
4.735999023437500000e+03 1.341284301757812500e+03 1.150071487426757812e+02 4.611032485961914062e+01 3.029817771911621094e+01
4.737249023437500000e+03 1.287105712890625000e+03 1.130291900634765625e+02 5.502079391479492188e+01 3.700141143798828125e+01
4.738499023437500000e+03 1.298759887695312500e+03 1.196560897827148438e+02 5.403316116333007812e+01 4.732020950317382812e+01
4.739749023437500000e+03 1.396174072265625000e+03 1.064230041503906250e+02 5.735134506225585938e+01 3.564069366455078125e+01
4.740999023437500000e+03 1.398437744140625000e+03 1.168600158691406250e+02 6.132009887695312500e+01 3.230089950561523438e+01
4.742249023437500000e+03 1.410569335937500000e+03 1.150339813232421875e+02 5.341611862182617188e+01 4.903396606445312500e+01
4.743499023437500000e+03 1.453272094726562500e+03 1.203963851928710938e+02 6.103447341918945312e+01 4.641457366943359375e+01
4.744749023437500000e+03 1.424587036132812500e+03 1.438555908203125000e+02 6.462820434570312500e+01 4.184390640258789062e+01
4.745999023437500000e+03 1.518909301757812500e+03 1.460351562500000000e+02 4.379692459106445312e+01 4.169784545898437500e+01
4.747249023437500000e+03 1.452035400390625000e+03 1.517507171630859375e+02 4.379494476318359375e+01 3.041113281250000000e+01
4.748499023437500000e+03 1.458694580078125000e+03 1.526807098388671875e+02 4.849539947509765625e+01 4.270903396606445312e+01
4.749749023437500000e+03 1.444709838867187500e+03 1.686566467285156250e+02 6.139036941528320312e+01 3.576184463500976562e+01
4.750999023437500000e+03 1.480518432617187500e+03 1.377059173583984375e+02 5.463433456420898438e+01 3.523192977905273438e+01
4.752249023437500000e+03 1.463345581054687500e+03 1.939328308105468750e+02 5.861048126220703125e+01 3.057040405273437500e+01
4.753499023437500000e+03 1.512906250000000000e+03 1.575258636474609375e+02 4.860713195800781250e+01 3.923632049560546875e+01
4.754749023437500000e+03 1.417148193359375000e+03 1.685238952636718750e+02 5.871655654907226562e+01 3.087662124633789062e+01
4.755999023437500000e+03 1.463075073242187500e+03 1.613702850341796875e+02 5.474330520629882812e+01 3.666668701171875000e+01
4.757249023437500000e+03 1.464219848632812500e+03 1.512318267822265625e+02 6.460135650634765625e+01 3.256945800781250000e+01
4.758499023437500000e+03 1.347427856445312500e+03 1.645573577880859375e+02 3.634500503540039062e+01 4.939722824096679688e+01
4.759749023437500000e+03 1.425563720703125000e+03 1.460006866455078125e+02 5.568591690063476562e+01 4.976860427856445312e+01
4.760999023437500000e+03 1.448169433593750000e+03 1.649659729003906250e+02 5.169921112060546875e+01 4.226611328125000000e+01
4.762249023437500000e+03 1.461697509765625000e+03 1.539260253906250000e+02 4.519678115844726562e+01 2.498653411865234375e+01
4.763499023437500000e+03 1.449352661132812500e+03 1.609324645996093750e+02 5.097852325439453125e+01 3.838787078857421875e+01
4.764749023437500000e+03 1.502483032226562500e+03 1.601123962402343750e+02 4.436119461059570312e+01 3.760005950927734375e+01
4.765999023437500000e+03 1.517490234375000000e+03 1.798481903076171875e+02 4.277828598022460938e+01 2.913008117675781250e+01
4.767249023437500000e+03 1.541411254882812500e+03 1.597954559326171875e+02 4.618231582641601562e+01 3.532469177246093750e+01
4.768499023437500000e+03 1.457241821289062500e+03 2.027288665771484375e+02 3.630469512939453125e+01 2.916785240173339844e+01
4.769749023437500000e+03 1.497401733398437500e+03 1.696344909667968750e+02 4.753916168212890625e+01 3.293470001220703125e+01
4.770999023437500000e+03 1.418959350585937500e+03 1.863481903076171875e+02 4.112170410156250000e+01 2.556804466247558594e+01
4.772249023437500000e+03 1.400076538085937500e+03 1.710913696289062500e+02 4.861486053466796875e+01 2.000947189331054688e+01
4.773499023437500000e+03 1.537125732421875000e+03 1.626081848144531250e+02 5.058997344970703125e+01 3.011408424377441406e+01
4.774749023437500000e+03 1.425453857421875000e+03 1.863627929687500000e+02 6.065537643432617188e+01 2.847734832763671875e+01
4.775999023437500000e+03 1.474615844726562500e+03 1.582222442626953125e+02 4.212401962280273438e+01 2.385268211364746094e+01
4.777249023437500000e+03 1.386401123046875000e+03 1.621521759033203125e+02 5.652725982666015625e+01 2.210695648193359375e+01
4.778499023437500000e+03 1.513486083984375000e+03 1.564526519775390625e+02 4.099382400512695312e+01 3.075558471679687500e+01
4.779749023437500000e+03 1.443300781250000000e+03 1.299440307617187500e+02 5.386999130249023438e+01 2.589527320861816406e+01
4.780999023437500000e+03 1.423898193359375000e+03 1.453864593505859375e+02 5.056456756591796875e+01 2.136602592468261719e+01
4.782249023437500000e+03 1.447685180664062500e+03 1.248128128051757812e+02 5.461437988281250000e+01 2.154680824279785156e+01
4.783499023437500000e+03 1.397269775390625000e+03 1.210531311035156250e+02 4.527274703979492188e+01 2.563725090026855469e+01
4.784749023437500000e+03 1.502104003906250000e+03 1.192152709960937500e+02 4.073881149291992188e+01 2.483772277832031250e+01
4.785999023437500000e+03 1.418447265625000000e+03 1.277318038940429688e+02 4.802824020385742188e+01 3.083960342407226562e+01
4.787249023437500000e+03 1.428764282226562500e+03 1.187099609375000000e+02 4.235275268554687500e+01 2.391367912292480469e+01
4.788499023437500000e+03 1.537767089843750000e+03 1.341683654785156250e+02 5.097587585449218750e+01 3.348918914794921875e+01
4.789749023437500000e+03 1.339605834960937500e+03 1.195692749023437500e+02 4.721197891235351562e+01 2.048027229309082031e+01
4.790999023437500000e+03 1.452870727539062500e+03 1.267814941406250000e+02 5.863179779052734375e+01 3.100174903869628906e+01
4.792249023437500000e+03 1.349564453125000000e+03 1.505095214843750000e+02 4.472945404052734375e+01 3.255859375000000000e+01
4.793499023437500000e+03 1.367510864257812500e+03 1.201975555419921875e+02 4.764966583251953125e+01 3.098839378356933594e+01
4.794749023437500000e+03 1.291302001953125000e+03 1.069730834960937500e+02 4.537331390380859375e+01 3.561766433715820312e+01
4.795999023437500000e+03 1.368588012695312500e+03 1.248031005859375000e+02 3.583225631713867188e+01 3.022354316711425781e+01
4.797249023437500000e+03 1.336173095703125000e+03 1.410421447753906250e+02 3.621575164794921875e+01 4.234049224853515625e+01
4.798499023437500000e+03 1.343748046875000000e+03 1.398732757568359375e+02 4.783178329467773438e+01 3.529213714599609375e+01
4.799749023437500000e+03 1.331841308593750000e+03 1.281355590820312500e+02 4.710838699340820312e+01 3.263317489624023438e+01
4.800999023437500000e+03 1.372022705078125000e+03 1.388062896728515625e+02 3.557595062255859375e+01 2.840019416809082031e+01
4.802249023437500000e+03 1.509909423828125000e+03 1.390713500976562500e+02 4.479479598999023438e+01 2.690270423889160156e+01
4.803499023437500000e+03 1.459602294921875000e+03 1.464492340087890625e+02 4.811667633056640625e+01 3.525905227661132812e+01
4.804749023437500000e+03 1.544546020507812500e+03 1.655910339355468750e+02 5.400304794311523438e+01 4.071955108642578125e+01
4.805999023437500000e+03 1.564154663085937500e+03 1.481298828125000000e+02 5.912529754638671875e+01 3.402438354492187500e+01
4.807249023437500000e+03 1.633407958984375000e+03 1.654706420898437500e+02 5.063731002807617188e+01 3.859485244750976562e+01
4.808499023437500000e+03 1.488060424804687500e+03 1.702160644531250000e+02 4.640702056884765625e+01 3.068118286132812500e+01
4.809749023437500000e+03 1.630901733398437500e+03 1.396585388183593750e+02 3.794281768798828125e+01 3.263700485229492188e+01
4.810999023437500000e+03 1.466870971679687500e+03 1.430751647949218750e+02 4.366732025146484375e+01 3.840790176391601562e+01
4.812249023437500000e+03 1.424390502929687500e+03 1.663961639404296875e+02 4.822485351562500000e+01 3.584769058227539062e+01
4.813499023437500000e+03 1.415677001953125000e+03 1.663481750488281250e+02 3.930092239379882812e+01 3.517419052124023438e+01
4.814749023437500000e+03 1.508571166992187500e+03 1.742833251953125000e+02 3.802117538452148438e+01 4.810365295410156250e+01
4.815999023437500000e+03 1.464644897460937500e+03 1.686450042724609375e+02 4.314901351928710938e+01 3.986294937133789062e+01
4.817249023437500000e+03 1.456772949218750000e+03 1.711808319091796875e+02 4.047663879394531250e+01 3.405855178833007812e+01
4.818499023437500000e+03 1.474921386718750000e+03 1.940138549804687500e+02 3.943802642822265625e+01 2.929705429077148438e+01
4.819749023437500000e+03 1.407771362304687500e+03 1.893717651367187500e+02 4.840454483032226562e+01 2.711232376098632812e+01
4.820999023437500000e+03 1.423407714843750000e+03 1.678236694335937500e+02 4.775591659545898438e+01 3.112014198303222656e+01
4.822249023437500000e+03 1.419415039062500000e+03 2.227154235839843750e+02 4.250864791870117188e+01 3.232599639892578125e+01
4.823499023437500000e+03 1.439497680664062500e+03 2.145604553222656250e+02 4.032365417480468750e+01 2.926885032653808594e+01
4.824749023437500000e+03 1.467943481445312500e+03 2.010623931884765625e+02 5.595518112182617188e+01 2.510333442687988281e+01
4.825999023437500000e+03 1.537151855468750000e+03 1.791847381591796875e+02 4.690600204467773438e+01 2.481085014343261719e+01
4.827249023437500000e+03 1.485692626953125000e+03 1.579499969482421875e+02 4.265337371826171875e+01 2.426067733764648438e+01
4.828499023437500000e+03 1.491786499023437500e+03 1.674419708251953125e+02 4.886636352539062500e+01 1.892720413208007812e+01
4.829749023437500000e+03 1.451962036132812500e+03 1.587142181396484375e+02 4.538648605346679688e+01 2.684166336059570312e+01
4.830999023437500000e+03 1.492671142578125000e+03 1.732209167480468750e+02 4.762622070312500000e+01 2.589491653442382812e+01
4.832249023437500000e+03 1.434687622070312500e+03 1.524547729492187500e+02 4.373995208740234375e+01 2.749288368225097656e+01
4.833499023437500000e+03 1.416975463867187500e+03 1.475918426513671875e+02 4.857370376586914062e+01 2.577366828918457031e+01
4.834749023437500000e+03 1.450684082031250000e+03 1.483908538818359375e+02 4.668840789794921875e+01 2.840302658081054688e+01
4.835999023437500000e+03 1.420626831054687500e+03 1.258926086425781250e+02 4.716997528076171875e+01 2.379368400573730469e+01
4.837249023437500000e+03 1.515525756835937500e+03 1.458629913330078125e+02 5.073408889770507812e+01 2.493235969543457031e+01
4.838499023437500000e+03 1.422026733398437500e+03 1.126348419189453125e+02 5.447888183593750000e+01 2.639374542236328125e+01
4.839749023437500000e+03 1.548122070312500000e+03 1.499564971923828125e+02 3.762886047363281250e+01 3.374630355834960938e+01
4.840999023437500000e+03 1.427534545898437500e+03 1.454803466796875000e+02 4.976205825805664062e+01 2.819330406188964844e+01
4.842249023437500000e+03 1.432248657226562500e+03 1.454881896972656250e+02 4.698918533325195312e+01 4.233096313476562500e+01
4.843499023437500000e+03 1.418469726562500000e+03 1.074024581909179688e+02 3.913990783691406250e+01 3.755107116699218750e+01
4.844749023437500000e+03 1.457065307617187500e+03 1.067763977050781250e+02 5.141234588623046875e+01 3.395621109008789062e+01
4.845999023437500000e+03 1.385756591796875000e+03 1.261255722045898438e+02 4.151552963256835938e+01 3.773138046264648438e+01
4.847249023437500000e+03 1.351641113281250000e+03 1.257431640625000000e+02 5.001315689086914062e+01 2.388769721984863281e+01
4.848499023437500000e+03 1.356759277343750000e+03 1.598899688720703125e+02 5.460774230957031250e+01 3.511574935913085938e+01
4.849749023437500000e+03 1.434604003906250000e+03 1.524790344238281250e+02 4.440512466430664062e+01 3.110357284545898438e+01
4.850999023437500000e+03 1.346901855468750000e+03 1.451326599121093750e+02 5.334239959716796875e+01 2.447535514831542969e+01
4.852249023437500000e+03 1.361737915039062500e+03 1.546579284667968750e+02 4.021598052978515625e+01 4.060970306396484375e+01
4.853499023437500000e+03 1.381734375000000000e+03 1.272915725708007812e+02 4.356554031372070312e+01 3.729442977905273438e+01
4.854749023437500000e+03 1.374896362304687500e+03 1.408708190917968750e+02 4.328215026855468750e+01 3.848773574829101562e+01
4.855999023437500000e+03 1.411443115234375000e+03 1.585442199707031250e+02 3.938866043090820312e+01 3.797826385498046875e+01
4.857249023437500000e+03 1.511351074218750000e+03 1.411579895019531250e+02 4.003511428833007812e+01 3.502672576904296875e+01
4.858499023437500000e+03 1.495074951171875000e+03 1.325925750732421875e+02 4.350897598266601562e+01 3.525566864013671875e+01
4.859749023437500000e+03 1.559527709960937500e+03 1.530892181396484375e+02 3.896608734130859375e+01 4.425902175903320312e+01
4.860999023437500000e+03 1.501932495117187500e+03 1.524752349853515625e+02 4.359459686279296875e+01 4.263048553466796875e+01
4.862249023437500000e+03 1.409695556640625000e+03 1.572661285400390625e+02 4.124938964843750000e+01 4.930077362060546875e+01
4.863499023437500000e+03 1.386341552734375000e+03 1.897859497070312500e+02 4.048632431030273438e+01 3.555229187011718750e+01
4.864749023437500000e+03 1.426518188476562500e+03 1.392040252685546875e+02 4.013663101196289062e+01 3.373573684692382812e+01
4.865999023437500000e+03 1.440568603515625000e+03 1.426470947265625000e+02 3.372256851196289062e+01 2.781393432617187500e+01
4.867249023437500000e+03 1.425708984375000000e+03 1.652055664062500000e+02 3.802485275268554688e+01 3.291708755493164062e+01
4.868499023437500000e+03 1.384244140625000000e+03 1.534056091308593750e+02 3.619646453857421875e+01 2.484346199035644531e+01
4.869749023437500000e+03 1.356750122070312500e+03 1.424650421142578125e+02 3.865662765502929688e+01 3.506915283203125000e+01
4.870999023437500000e+03 1.365406250000000000e+03 1.377567291259765625e+02 3.478556060791015625e+01 2.967936897277832031e+01
4.872249023437500000e+03 1.375033691406250000e+03 1.445535583496093750e+02 3.558998107910156250e+01 2.261362648010253906e+01
4.873499023437500000e+03 1.411578491210937500e+03 1.354001922607421875e+02 4.045353317260742188e+01 2.764606857299804688e+01
4.874749023437500000e+03 1.384876708984375000e+03 1.747184906005859375e+02 3.447511291503906250e+01 1.836184883117675781e+01
4.875999023437500000e+03 1.399123046875000000e+03 1.601092224121093750e+02 3.505600738525390625e+01 2.776345062255859375e+01
4.877249023437500000e+03 1.426725952148437500e+03 1.397915496826171875e+02 3.905562973022460938e+01 3.027580451965332031e+01
4.878499023437500000e+03 1.368617065429687500e+03 1.533783569335937500e+02 3.988336181640625000e+01 2.398654937744140625e+01
4.879749023437500000e+03 1.352217529296875000e+03 1.549988098144531250e+02 4.118458557128906250e+01 2.024363899230957031e+01
4.880999023437500000e+03 1.436816284179687500e+03 1.588931274414062500e+02 4.460392379760742188e+01 2.021109199523925781e+01
4.882249023437500000e+03 1.388787475585937500e+03 1.466334838867187500e+02 4.393298339843750000e+01 2.070941734313964844e+01
4.883499023437500000e+03 1.414448364257812500e+03 1.624367065429687500e+02 4.094871139526367188e+01 1.766769981384277344e+01
4.884749023437500000e+03 1.443395019531250000e+03 1.280025024414062500e+02 4.560458374023437500e+01 1.842675399780273438e+01
4.885999023437500000e+03 1.315450439453125000e+03 1.108980026245117188e+02 4.443692779541015625e+01 2.194218635559082031e+01
4.887249023437500000e+03 1.413610229492187500e+03 1.273621597290039062e+02 3.949498748779296875e+01 3.466517639160156250e+01
